"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q96PD5","PGLYRP2","N-acetylmuramoyl-L-alanine amidase",NA,"5601-2",0.427863275964542,78,NA,NA,"Weak correlation","Spearman","OID30742",0.752897044838153,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q96RD9","FCRL5","Fc receptor-like protein 5",NA,"6103-70",-0.101078056355322,78,NA,NA,"No correlation","Spearman","OID21111",0.850234229157127,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q96SB3","PPP1R9B","Neurabin-2",NA,"21991-79",0.307755535603637,78,NA,NA,"Weak correlation","Spearman","OID20643",-0.23215103377831,88,0.0297369703861115,0.0396844439313473,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99426","TBCB","Tubulin-folding cofactor B",NA,"17686-27",0.799112280124938,78,NA,NA,"Strong correlation","Spearman","OID20993",0.864151305683564,63,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99435","NELL2","Protein kinase C-binding protein NELL2",NA,"26285-13",0.747467722151266,78,NA,NA,"Strong correlation","Spearman","OID20706",0.735461942164771,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99435","NELL2","Protein kinase C-binding protein NELL2",NA,"6022-57",-0.150798568520087,78,NA,NA,"No correlation","Spearman","OID20706",0.735461942164771,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99497","PARK7","Parkinson disease protein 7",NA,"19523-215",0.400700565257527,78,NA,NA,"Weak correlation","Spearman","OID21160",0.900655137191364,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99497","PARK7","Parkinson disease protein 7",NA,"19545-145",0.220730034084472,78,NA,NA,"No correlation","Spearman","OID21160",0.900655137191364,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99497","PARK7","Parkinson disease protein 7",NA,"9845-33",0.300549454029541,78,NA,NA,"Weak correlation","Spearman","OID21160",0.900655137191364,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99523","SORT1","Sortilin",NA,"11300-32",-0.197981739564124,78,NA,NA,"No correlation","Spearman","OID20213",0.465991790687719,62,0.000160492067489665,0.000267644821559574,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99536","VAT1","Synaptic vesicle membrane protein VAT-1 homolog",NA,"18175-65",0.472299852046687,78,NA,NA,"Weak correlation","Spearman","OID21382",0.185921594871614,88,0.0828957788082278,0.105393394453254,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99538","LGMN","Legumain",NA,"3622-33",0.349007631664127,78,NA,NA,"Weak correlation","Spearman","OID20773",0.538463740755717,68,2.17556807058724e-06,4.17723869335543e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99538","LGMN","Legumain",NA,"7840-64",0.219236459742789,78,NA,NA,"No correlation","Spearman","OID20773",0.538463740755717,68,2.17556807058724e-06,4.17723869335543e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99574","SERPINI1","Neuroserpin",NA,"29557-69",0.0477117818889971,78,NA,NA,"No correlation","Spearman","OID30604",0.375577343813305,42,0.0147463135704501,0.0202784263350038,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99598","TSNAX","Translin-associated protein X",NA,"28626-36",0.0890281468632386,78,NA,NA,"No correlation","Spearman","OID30185",0.424170274170274,55,0.00137420013379907,0.0020994207727458,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99650","OSMR","Oncostatin-M-specific receptor subunit beta",NA,"10892-8",-0.206351916138093,78,NA,NA,"No correlation","Spearman","OID20356",0.684178084604276,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99674","CGREF1","Cell growth regulator with EF hand domain protein 1",NA,"6257-56",-0.18457778635282,78,NA,NA,"No correlation","Spearman","OID20152",0.345427204374573,76,0.0023644680665779,0.0035310640835535,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99685","MGLL","Monoglyceride lipase",NA,"30450-2",0.432238647428521,78,NA,NA,"Weak correlation","Spearman","OID20711",0.786893743058127,74,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99685","MGLL","Monoglyceride lipase",NA,"31199-59",0.504976036621606,78,NA,NA,"Moderate correlation","Spearman","OID20711",0.786893743058127,74,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99733","NAP1L4","Nucleosome assembly protein 1-like 4",NA,"19188-21",0.85106033207299,78,NA,NA,"Strong correlation","Spearman","OID31475",0.590051880067646,76,2.03249999940613e-08,4.63574242288792e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99895","CTRC","Chymotrypsin-C",NA,"35100-13",0.222724643777275,78,NA,NA,"No correlation","Spearman","OID20752",0.524475524475525,12,0.0838845872329148,0.106530595034827,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99895","CTRC","Chymotrypsin-C",NA,"5626-20",0.193314316662091,78,NA,NA,"No correlation","Spearman","OID20752",0.524475524475525,12,0.0838845872329148,0.106530595034827,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99969","RARRES2","Retinoic acid receptor responder protein 2",NA,"3079-62",0.386613386613387,78,NA,NA,"Weak correlation","Spearman","OID20373",0.43300693881864,88,3.0213944262416e-05,5.3050611309903e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99972","MYOC","Myocilin",NA,"16558-2",0.758385654775935,78,NA,NA,"Strong correlation","Spearman","OID21121",0.557828879883184,88,1.64186987923897e-08,3.75237063494088e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99983","OMD","Osteomodulin",NA,"5358-3",0.840033384337182,78,NA,NA,"Strong correlation","Spearman","OID20725",0.856380543129865,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q99983","OMD","Osteomodulin",NA,"5725-1",0.784013454899531,78,NA,NA,"Strong correlation","Spearman","OID20725",0.856380543129865,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BQ51","PDCD1LG2","Programmed cell death 1 ligand 2",NA,"3004-67",0.229721099924292,78,NA,NA,"No correlation","Spearman","OID21273",0.423450673378301,36,0.010070907767213,0.0140371047767697,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BQS7","HEPH","Hephaestin",NA,"20127-102",-0.283450726488701,78,NA,NA,"No correlation","Spearman","OID30337",0.490952797202797,65,4.15489203487835e-05,7.26141347891278e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BQT9","CLSTN3","Calsyntenin-3",NA,"6291-55",-0.182590716823013,78,NA,NA,"No correlation","Spearman","OID31092",0.517482517482518,12,0.0886508785755338,0.112330911236563,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BRF8","CPPED1","Serine/threonine-protein phosphatase CPPED1",NA,"21108-5",-0.262762553901794,78,NA,NA,"No correlation","Spearman","OID21053",0.792752637808164,62,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BRK3","MXRA8","Matrix remodeling-associated protein 8",NA,"10521-10",0.150469783381176,78,NA,NA,"No correlation","Spearman","OID30583",0.248382867132867,65,0.0462881665722567,0.0604154220347721,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BRK3","MXRA8","Matrix remodeling-associated protein 8",NA,"7002-1",-0.0259111257260405,78,NA,NA,"No correlation","Spearman","OID30583",0.248382867132867,65,0.0462881665722567,0.0604154220347721,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BS26","ERP44","Endoplasmic reticulum resident protein 44",NA,"6064-4",-0.181628498084194,78,NA,NA,"No correlation","Spearman","OID21338",0.383027997555743,88,0.00023027095056923,0.000377871952314914,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BS40","LXN","Latexin",NA,"20592-8",0.479659580925404,78,NA,NA,"Weak correlation","Spearman","OID21003",0.655647916593287,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BSL1","UBAC1","Ubiquitin-associated domain-containing protein 1",NA,"25480-21",0.465744781534255,78,NA,NA,"Weak correlation","Spearman","OID21336",0.789791969037252,53,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BU40","CHRDL1","Chordin-like protein 1",NA,"3362-61",0.16506278531595,78,NA,NA,"No correlation","Spearman","OID20771",0.617252221462748,76,4.91342533039537e-09,1.16294700168058e-08,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BUD6","SPON2","Spondin-2",NA,"8099-42",0.789349890615713,78,NA,NA,"Strong correlation","Spearman","OID20221",0.702247191011236,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BUN1","MENT","Protein MENT",NA,"5744-12",0.0507973039618609,78,NA,NA,"No correlation","Spearman","OID30595",0.817741537811278,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BV20","MRI1","Methylthioribose-1-phosphate isomerase",NA,"23340-37",0.432024169231666,78,NA,NA,"Weak correlation","Spearman","OID30891",-0.0303030303030303,10,0.945709808351989,0.956726141244978,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BWV1","BOC","Brother of CDO",NA,"4328-2",0.426345806092641,78,NA,NA,"Weak correlation","Spearman","OID20116",0.544466403162055,23,0.0081038931969185,0.0114223413474669,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXD5","NPL","N-acetylneuraminate lyase",NA,"19496-1",0.209583188329984,78,NA,NA,"No correlation","Spearman","OID30329",0.597460462822726,88,7.54579459362538e-10,1.914427437349e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXJ0","C1QTNF5","Complement C1q tumor necrosis factor-related protein 5",NA,"7810-20",0.455860595101101,78,NA,NA,"Weak correlation","Spearman","OID30618",0.135992703533026,63,0.287117003801765,0.331786179418826,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXJ1","C1QTNF1","Complement C1q tumor necrosis factor-related protein 1",NA,"6304-8",0.0567410863899757,78,NA,NA,"No correlation","Spearman","OID20367",0.44651493598862,75,7.07813923520248e-05,0.000121079078735509,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXN1","ASPN","Asporin",NA,"6451-64",0.559124419883913,78,NA,NA,"Moderate correlation","Spearman","OID30315",0.303939962476548,40,0.0569703518474923,0.0735517122938091,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXR6","CFHR5","Complement factor H-related protein 5",NA,"16055-3",0.534895484262573,78,NA,NA,"Moderate correlation","Spearman","OID30716",0.737085419177916,88,2.66806089425404e-16,7.60666855962831e-16,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXR6","CFHR5","Complement factor H-related protein 5",NA,"3666-17",0.649413877261978,78,NA,NA,"Moderate correlation","Spearman","OID30716",0.737085419177916,88,2.66806089425404e-16,7.60666855962831e-16,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BXR6","CFHR5","Complement factor H-related protein 5",NA,"7885-17",0.626044841234714,78,NA,NA,"Moderate correlation","Spearman","OID30716",0.737085419177916,88,2.66806089425404e-16,7.60666855962831e-16,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BY32","ITPA","Inosine triphosphate pyrophosphatase",NA,"18916-25",0.60478626233102,78,NA,NA,"Moderate correlation","Spearman","OID30082",0.54025974025974,21,0.0126485034835171,0.0175216692428108,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BY76","ANGPTL4","Angiopoietin-related protein 4",NA,"3796-79",0.079748241392077,78,NA,NA,"No correlation","Spearman","OID20703",0.818850267379679,33,4.28434631986853e-07,8.69968884016469e-07,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BYE9","CDHR2","Cadherin-related family member 2",NA,"30801-8",0.0485441998070201,78,NA,NA,"No correlation","Spearman","OID21282",0.926473178119827,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BYE9","CDHR2","Cadherin-related family member 2",NA,"34123-50",0.0123695349307937,78,NA,NA,"No correlation","Spearman","OID21282",0.926473178119827,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BYH1","SEZ6L","Seizure 6-like protein",NA,"19563-3",0.51018601651513,78,NA,NA,"Moderate correlation","Spearman","OID21488",0.40815997419771,53,0.00260211342097819,0.00386550796353207,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BYJ0","FGFBP2","Fibroblast growth factor-binding protein 2",NA,"30691-102",0.435779410462955,78,NA,NA,"Weak correlation","Spearman","OID30395",0.827480539607622,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BZR6","RTN4R","Reticulon-4 receptor",NA,"5105-2",0.696396618563842,78,NA,NA,"Moderate correlation","Spearman","OID21424",0.38673957621326,76,0.000612126315558766,0.000957189210894525,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9BZZ2","SIGLEC1","Sialoadhesin",NA,"4464-10",0.169237967589849,78,NA,NA,"No correlation","Spearman","OID20690",0.186813186813187,14,0.522076764040787,0.57337029825102,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9C0C4","SEMA4C","Semaphorin-4C",NA,"7923-41",0.19746076708102,78,NA,NA,"No correlation","Spearman","OID21329",-0.271672771672772,27,0.169970747271805,0.205677356559344,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9GZM7","TINAGL1","Tubulointerstitial nephritis antigen-like",NA,"11192-168",0.214886379443341,78,NA,NA,"No correlation","Spearman","OID20180",0.269762845849802,23,0.21239117073851,0.252676113555088,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9GZP4","PITHD1","PITH domain-containing protein 1",NA,"32973-12",0.260612804916602,78,NA,NA,"No correlation","Spearman","OID31215",-0.0741503146982599,74,0.529276625882691,0.580148845263649,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H0P0","NT5C3A","Cytosolic 5'-nucleotidase 3A",NA,"19615-213",-0.196600867486943,78,NA,NA,"No correlation","Spearman","OID20553",0.868166717003926,43,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H173","SIL1","Nucleotide exchange factor SIL1",NA,"21338-44",0.0401388546782386,78,NA,NA,"No correlation","Spearman","OID30207",0.400399851906701,74,0.000452893911054255,0.000723220969703329,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H251","CDH23","Cadherin-23",NA,"25272-17",-0.262408477598351,78,NA,NA,"No correlation","Spearman","OID31074",0.339630895420369,76,0.00282071547719307,0.00417377165629224,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H2A7","CXCL16","C-X-C motif chemokine 16",NA,"2436-49",0.203524620510922,78,NA,NA,"No correlation","Spearman","OID20282",0.638163265306122,49,1.55954661080924e-06,3.02011685009199e-06,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H2X3","CLEC4M","C-type lectin domain family 4 member M",NA,"3030-3",-0.047332414421022,78,NA,NA,"No correlation","Spearman","OID30405",0.274985883681536,22,0.214712167199714,0.255168459756292,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H3G5","CPVL","Probable serine carboxypeptidase CPVL",NA,"8891-7",-0.176048793636444,78,NA,NA,"No correlation","Spearman","OID21435",0.62505723644817,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H3K6","BOLA2B","BolA-like protein 2",NA,"8404-102",0.183987211884064,78,NA,NA,"No correlation","Spearman","OID30267",0.69060617801416,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H4A9","DPEP2","Dipeptidase 2",NA,"8327-26",0.44857673971598,78,NA,NA,"Weak correlation","Spearman","OID21305",0.447696663104719,88,1.22276867111255e-05,2.18434466722479e-05,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H4F8","SMOC1","SPARC-related modular calcium-binding protein 1",NA,"13118-5",0.275764531654943,78,NA,NA,"No correlation","Spearman","OID21461",0.539393939393939,10,0.113298067042129,0.141184898113205,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H4F8","SMOC1","SPARC-related modular calcium-binding protein 1",NA,"5694-57",0.186997408367271,78,NA,NA,"No correlation","Spearman","OID21461",0.539393939393939,10,0.113298067042129,0.141184898113205,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H8J5","MANSC1","MANSC domain-containing protein 1",NA,"9557-5",0.090987959409012,78,NA,NA,"No correlation","Spearman","OID21492",0.604821950618154,88,3.23814461478065e-11,8.60203592961731e-11,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9H939","PSTPIP2","Proline-serine-threonine phosphatase-interacting protein 2",NA,"32154-4",0.678701045789653,78,NA,NA,"Moderate correlation","Spearman","OID30596",0.446153846153846,14,0.111894050319888,0.139898541319107,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HAT2","SIAE","Sialate O-acetylesterase",NA,"9263-57",0.109548679168932,78,NA,NA,"No correlation","Spearman","OID21503",0.599908421682928,88,4.64205741289138e-10,1.19110973162599e-09,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HB71","CACYBP","Calcyclin-binding protein",NA,"12432-23",0.792410121524045,78,NA,NA,"Strong correlation","Spearman","OID30649",0.563636363636364,10,0.095791569143582,0.120971679600788,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HBB8","CDHR5","Cadherin-related family member 5",NA,"9962-1",0.152848119276941,78,NA,NA,"No correlation","Spearman","OID20193",0.796114966010355,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HC56","PCDH9","Protocadherin-9",NA,"10558-26",0.52895206059763,78,NA,NA,"Moderate correlation","Spearman","OID31516",0.701208129336762,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HCB6","SPON1","Spondin-1",NA,"4297-62",0.273663045814944,78,NA,NA,"No correlation","Spearman","OID20759",0.613454146804873,88,2.09407107075109e-10,5.4474798130829e-10,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HCB6","SPON1","Spondin-1",NA,"5496-49",0.285903969448273,78,NA,NA,"No correlation","Spearman","OID20759",0.613454146804873,88,2.09407107075109e-10,5.4474798130829e-10,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HCK4","ROBO2","Roundabout homolog 2",NA,"22578-17",0.313294300636073,78,NA,NA,"Weak correlation","Spearman","OID21007",0.645470383275261,41,8.77907114881852e-06,1.58331810335721e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HCK4","ROBO2","Roundabout homolog 2",NA,"5116-62",0.345110585616915,78,NA,NA,"Weak correlation","Spearman","OID21007",0.645470383275261,41,8.77907114881852e-06,1.58331810335721e-05,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HCN6","GP6","Platelet glycoprotein VI",NA,"3194-36",0.695241467393366,78,NA,NA,"Moderate correlation","Spearman","OID21091",0.932156899012676,88,1.04175452042874e-39,3.35082864263262e-39,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9HCU0","CD248","Endosialin",NA,"15491-20",0.674325674325674,78,NA,NA,"Moderate correlation","Spearman","OID30394",0.639756611945776,88,1.94848882874297e-11,5.2005765665504e-11,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NP79","VTA1","Vacuolar protein sorting-associated protein VTA1 homolog",NA,"4209-60",0.379936519177025,78,NA,NA,"Weak correlation","Spearman","OID21016",0.717543859649123,19,0.000783411997131511,0.00121996157898135,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NPG4","PCDH12","Protocadherin-12",NA,"21704-8",-0.144956309513271,78,NA,NA,"No correlation","Spearman","OID31045",0.619386425275616,88,0,0,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NPH3","IL1RAP","Interleukin-1 receptor accessory protein",NA,"14048-7",0.770255061394302,78,NA,NA,"Strong correlation","Spearman","OID21126",0.878204704865266,88,2.76336589376813e-29,8.66622248351173e-29,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NPH3","IL1RAP","Interleukin-1 receptor accessory protein",NA,"2630-12",0.785885001074874,78,NA,NA,"Strong correlation","Spearman","OID21126",0.878204704865266,88,2.76336589376813e-29,8.66622248351173e-29,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NPY3","CD93","Complement component C1q receptor",NA,"11200-52",0.223510666548641,78,NA,NA,"No correlation","Spearman","OID20397",0.779155366137156,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NPY3","CD93","Complement component C1q receptor",NA,"14136-234",0.293643065794964,78,NA,NA,"No correlation","Spearman","OID20397",0.779155366137156,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NQ25","SLAMF7","SLAM family member 7",NA,"5487-7",0.633531025936089,78,NA,NA,"Moderate correlation","Spearman","OID20602",0.473344947735192,41,0.00198567442960129,0.00298512174569887,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NQ25","SLAMF7","SLAM family member 7",NA,"7882-31",0.433477914490573,78,NA,NA,"Weak correlation","Spearman","OID20602",0.473344947735192,41,0.00198567442960129,0.00298512174569887,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NQ76","MEPE","Matrix extracellular phosphoglycoprotein",NA,"3209-68",-0.252949582063506,78,NA,NA,"No correlation","Spearman","OID20753",0.473504273504273,26,0.0154891949130334,0.0211967285537148,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NQ76","MEPE","Matrix extracellular phosphoglycoprotein",NA,"3209-69",-0.127156153665285,78,NA,NA,"No correlation","Spearman","OID20753",0.473504273504273,26,0.0154891949130334,0.0211967285537148,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NQ79","CRTAC1","Cartilage acidic protein 1",NA,"5632-6",0.861176797885658,78,NA,NA,"Strong correlation","Spearman","OID20279",0.76487603852331,88,4.17715108520819e-18,1.22812593104168e-17,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NQR4","NIT2","Omega-amidase NIT2",NA,"17808-37",0.162916031337084,78,NA,NA,"No correlation","Spearman","OID30336",0.497664071190211,30,0.00566808186804643,0.00812089394546247,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NR12","PDLIM7","PDZ and LIM domain protein 7",NA,"31707-1",0.683809861025051,78,NA,NA,"Moderate correlation","Spearman","OID20729",0.6,20,0.00608027362415835,0.00866746075969037,"Moderate correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NR71","ASAH2","Neutral ceramidase",NA,"3212-30",0.751210814501954,78,NA,NA,"Strong correlation","Spearman","OID20996",0.823289070480082,88,0,0,"Strong correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NRA1","PDGFC","Platelet-derived growth factor C",NA,"13658-31",-0.109613986299003,78,NA,NA,"No correlation","Spearman","OID21183",0.0452257987826175,88,0.675651996221764,0.717602167200726,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NRA1","PDGFC","Platelet-derived growth factor C",NA,"3828-54",-0.135162820280422,78,NA,NA,"No correlation","Spearman","OID21183",0.0452257987826175,88,0.675651996221764,0.717602167200726,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NRV9","HEBP1","Heme-binding protein 1",NA,"18225-13",0.194805194805195,78,NA,NA,"No correlation","Spearman","OID20063",-0.146853146853147,12,0.651073351116621,0.692800955146716,"No correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NS15","LTBP3","Latent-transforming growth factor beta-binding protein 3",NA,"31498-3",0.557606950012013,78,NA,NA,"Moderate correlation","Spearman","OID21191",0.473457885398184,66,7.25873869457344e-05,0.000123980574677359,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NS62","THSD1","Thrombospondin type-1 domain-containing protein 1",NA,"5621-64",0.305253640376114,78,NA,NA,"Weak correlation","Spearman","OID30476",0.428590250329381,45,0.00357614465179006,0.00525711889566534,"Weak correlation","Spearman"
"Kirsher et al. (MS HAP Depletion - SomaScan 11K)","Q9NS71","GKN1","Gastrokine-1",NA,"15374-15",0.100686672515985,78,NA,NA,"No correlation","Spearman","OID20885",0.378605896234722,88,0.000304284475487886,0.000492879731457422,"Weak correlation","Spearman"
