"UniProt","Gene.Name","OlinkID","Description","SomaScan.SeqID","Correlation_Sissala","P.value_Sissala","Adj.p.value_Sissala","N_Sissala","Correlation_Eldjarn","P.value_Eldjarn","cis.pQTL.olink_Eldjarn","cis.pQTL.soma_Eldjarn","confidence.tier_Eldjarn","cis.pQTL.platform_Eldjarn","High.corr.in.both.studies"
"P21980","TGM2","OID20141","Protein-glutamine gamma-glutamyltransferase 2","18934_50",0.743075871496924,0,0,76,0.49,"1.2941593618511699E-89","Y","Y","2","Both",FALSE
"P55291","CDH15","OID21005","Cadherin-15","11215_6",0.461290322580645,0.00964343267043488,0.0134745488674765,31,-0.11,"3.1612410217675097E-5","Y","N","3","Olink only",FALSE
"P55291","CDH15","OID21005","Cadherin-15","5410_53",0.461290322580645,0.00964343267043488,0.0134745488674765,31,-0.11,"2.7019871164993801E-5","Y","N","3","Olink only",FALSE
"O95467","GNAS","OID31008","Neuroendocrine secretory protein 55","5757_45",0,1,1,33,-0.04,"0.16196511732650401","Y","N","3","Olink only",FALSE
"Q96PD5","PGLYRP2","OID30742","N-acetylmuramoyl-L-alanine amidase","5601_2",0.752897044838153,0,0,88,0.4,"7.7340748535055595E-54","Y","Y","2","Both",FALSE
"P22748","CA4","OID20241","Carbonic anhydrase 4","14069_61",0.210495555077056,0.112644185161313,0.140525176847649,58,-0.02,"0.44026679328784302","Y","N","3","Olink only",FALSE
"Q9GZZ8","LACRT","OID31367","Extracellular glycoprotein lacritin","7163_26",0.112087912087912,0.704285336616916,0.745209133121366,14,0.08,"3.1608329928516001E-3","Y","Y","2","Both",FALSE
"O14594","NCAN","OID21055","Neurocan core protein","15573_110",0.220025193724472,0.0715227329686396,0.0915523418612179,68,0.69,"1.14835173135319E-203","Y","Y","1","Both",FALSE
"O75594","PGLYRP1","OID20338","Peptidoglycan recognition protein 1","3329_14",0.746891620583988,0,0,88,0.54,"2.55497297469944E-110","Y","Y","1","Both",FALSE
"Q9H2A7","CXCL16","OID20282","C-X-C motif chemokine 16","2436_49",0.638163265306122,1.55954661080924e-06,3.02011685009199e-06,49,0.53,"7.2378360404397599E-107","Y","Y","1","Both",FALSE
"P01225","FSHB","OID30233","Follitropin subunit beta","8036_75",0.881538461538462,2.22649529732957e-06,4.26053083166963e-06,25,0.04,"0.104404352197296","Y","N","3","Olink only",FALSE
"P30040","ERP29","OID30578","Endoplasmic reticulum resident protein 29","13728_19",0.733479152426521,0,0,76,0.57,"9.2237549593016292E-118","Y","N","3","Olink only",FALSE
"P04054","PLA2G1B","OID20252","Phospholipase A2","4910_21",0.730421110072411,5.38161358962188e-10,1.37462482866133e-09,53,0.39,"1.64843833815665E-52","Y","N","3","Olink only",FALSE
"P26022","PTX3","OID20570","Pentraxin-related protein PTX3","6447_73",0.652272727272727,8.35020581878921e-09,1.93580746805195e-08,65,0,"0.99262570655013405","Y","N","3","Olink only",FALSE
"P49767","VEGFC","OID21524","Vascular endothelial growth factor C","3132_1",0.0879120879120879,0.778501310348126,0.81007187039911,13,0.59,"3.4135246619105702E-134","Y","Y","1","Both",FALSE
"P50583","NUDT2","OID21308","Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]","16583_8",0.537812911725955,0.000175456443347304,0.000291309300792803,45,0.63,"3.6934940004472098E-163","Y","Y","1","Both",FALSE
"Q7Z4W1","DCXR","OID21480","L-xylulose reductase","17758_79",0.819307399946993,2.37004020161113e-17,6.89632831860559e-17,67,0.72,"5.4712275249557803E-234","Y","Y","1","Both",TRUE
"Q14696","MESD","OID21099","LRP chaperone MESD","15299_102",0.82327145926526,0,0,88,0.6,"5.7806443801994797E-145","Y","Y","1","Both",FALSE
"O60462","NRP2","OID21081","Neuropilin-2","15387_44",0.603691343154531,4.78657108962196e-10,1.22540561455401e-09,88,0.41,"4.0168839144194397E-59","Y","Y","2","Both",FALSE
"Q05315","CLC","OID20126","Galectin-10","11094_104",0.600793984043974,1.2061341044927e-07,2.57415010202695e-07,68,0.03,"0.29123617458524098","Y","N","3","Olink only",FALSE
"Q9Y275","TNFSF13B","OID20272","Tumor necrosis factor ligand superfamily member 13B","3059_50",0.418037406220281,5.92238762115036e-05,0.000102238159392642,88,0.47,"1.27617914194849E-79","Y","Y","2","Both",FALSE
"P09958","FURIN","OID21514","Furin","6276_16",0.600935828877005,0.000286760167592807,0.000465830545629178,33,0.05,"5.0068134439901699E-2","Y","N","3","Olink only",FALSE
"P13686","ACP5","OID20314","Tartrate-resistant acid phosphatase type 5","3232_28",0.512605042016807,0.00188444511624232,0.00284811049027789,35,0.69,"3.5938410186062699E-201","Y","Y","1","Both",FALSE
"Q9BZR6","RTN4R","OID21424","Reticulon-4 receptor","5105_2",0.38673957621326,0.000612126315558766,0.000957189210894525,76,0.72,"5.7344088059058398E-235","Y","Y","1","Both",FALSE
"P43234","CTSO","OID20660","Cathepsin O","9264_11",0.081993006993007,0.515214647880658,0.566384943970071,65,0.39,"1.7326180205690199E-53","Y","Y","2","Both",FALSE
"O95166","GABARAP","OID31414","Gamma-aminobutyric acid receptor-associated protein","17735_130",0.306321561038542,0.0260925528717482,0.0351114328870127,53,0.12,"7.8388818129667595E-6","N","N","3","None",FALSE
"P47972","NPTX2","OID30390","Neuronal pentraxin-2","6521_35",0.704796380090498,3.57966401351266e-08,7.987036899715e-08,51,0.32,"1.4405384082002599E-33","Y","Y","2","Both",FALSE
"P09237","MMP7","OID20087","Matrilysin","2789_26",0.707509881422925,0.000337407039963649,0.000544967879998512,22,0.74,"4.2951012015043798E-253","Y","Y","1","Both",TRUE
"P48304","REG1B","OID20266","Lithostathine-1-beta","16770_3",0.70895979020979,0,0,65,0.77,"5.7163309307083796E-281","Y","Y","1","Both",TRUE
"O00233","PSMD9","OID21304","26S proteasome non-ATPase regulatory subunit 9","13931_22",0.807720756577789,0,0,88,0.7,"2.1766415773907899E-216","Y","Y","1","Both",FALSE
"P04155","TFF1","OID21154","Trefoil factor 1","9185_15",0.914529914529914,1.29507805658029e-06,2.51227341216349e-06,26,0.41,"1.32961527295048E-58","Y","Y","2","Both",FALSE
"Q02742","GCNT1","OID21379","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase","7016_12",-0.138461538461538,0.637515753630442,0.681586444932546,14,0.03,"0.22126357003031799","Y","N","3","Olink only",FALSE
"Q9Y240","CLEC11A","OID21112","C-type lectin domain family 11 member A","2966_65",0.141172119564432,0.189534392791792,0.227642903682908,88,0.63,"1.7264594653633101E-163","Y","Y","1","Both",FALSE
"Q9Y240","CLEC11A","OID21112","C-type lectin domain family 11 member A","4500_50",0.141172119564432,0.189534392791792,0.227642903682908,88,0.64,"7.7278342742917498E-168","Y","Y","1","Both",FALSE
"P78423","CX3CL1","OID20976","Fractalkine","2827_23",0.119652406417112,0.505670770813217,0.558066764660921,33,0.32,"3.1915326320110499E-35","Y","Y","2","Both",FALSE
"P41439","FOLR3","OID21485","Folate receptor gamma","15495_9",0.687182382834557,0.000577339466106453,0.000906559467641427,22,0.45,"9.4129355982199995E-73","Y","Y","2","Both",FALSE
"P21589","NT5E","OID21498","5'-nucleotidase","15452_5",0.777361585782638,0,0,76,0.44,"2.0791029470097102E-68","Y","Y","2","Both",FALSE
"Q04760","GLO1","OID20107","Lactoylglutathione lyase","9883_29",0.739512521573738,0,0,88,0.49,"4.9356820692359697E-89","Y","Y","2","Both",FALSE
"P14543","NID1","OID20362","Nidogen-1","3213_65",0.759659751329647,0,0,88,0.58,"7.5263007803353997E-130","Y","Y","1","Both",FALSE
"O76076","CCN5","OID21068","CCN family member 5","6392_7",0.526209677419355,1.29184054656684e-05,2.30365970297543e-05,63,0.54,"8.8896725799034504E-112","Y","Y","1","Both",FALSE
"P02771","AFP","OID20978","Alpha-fetoprotein","5792_8",0.0417582417582418,0.891518798508242,0.91100475549599,14,0.1,"1.043720487291E-4","Y","Y","2","Both",FALSE
"P00995","SPINK1","OID21097","Serine protease inhibitor Kazal-type 1","8243_55",0.724076761812611,0,0,53,0.32,"8.4643960271028498E-35","Y","Y","2","Both",FALSE
"P00325","ADH1B","OID30612","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","9834_62",0.79054982212673,0,0,88,0.51,"7.2611195481307602E-90","Y","Y","1","Both",FALSE
"O60476","MAN1A2","OID30262","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","9077_10",0.0671791443850267,0.709436708979476,0.748054498996409,33,0.44,"1.48999700986121E-66","Y","Y","2","Both",FALSE
"Q99523","SORT1","OID20213","Sortilin","11300_32",0.465991790687719,0.000160492067489665,0.000267644821559574,62,0.08,"3.0992019058366E-3","Y","N","3","Olink only",FALSE
"Q14914","PTGR1","OID30297","Prostaglandin reductase 1","19617_5",0.779495798319328,0,0,50,0.52,"9.6878556132116696E-95","Y","Y","1","Both",FALSE
"Q92854","SEMA4D","OID21020","Semaphorin-4D","5737_61",0.470501215173823,4.89477564855936e-06,9.04451997908923e-06,88,0.35,"3.0497624095834202E-42","Y","Y","2","Both",FALSE
"P05413","FABP3","OID30351","Fatty acid-binding protein, heart","5437_63",0.775025799793602,0.000241003016039703,0.000394909151101342,18,0.5,"1.5079422833367401E-88","Y","N","3","Olink only",FALSE
"P78552","IL13RA1","OID21504","Interleukin-13 receptor subunit alpha-1","2633_52",0.473180203150844,3.22971525042736e-06,6.11803442572565e-06,88,0.29,"1.08796067868923E-28","Y","Y","2","Both",FALSE
"Q6UXB2","CXCL17","OID20622","C-X-C motif chemokine 17","9495_10",0.745054945054945,0.00325139561995264,0.00479220059389887,14,0.06,"2.8850214302656E-2","Y","N","3","Olink only",FALSE
"O95817","BAG3","OID20972","BAG family molecular chaperone regulator 3","10078_5",0.30952380952381,0.461805555555556,0.51367337164751,8,0.13,"1.0644384894453899E-6","Y","Y","2","Both",FALSE
"Q9Y266","NUDC","OID20623","Nuclear migration protein nudC","8887_21",0.103331451157538,0.646249419890467,0.688316599109752,22,0.74,"4.1648548752714797E-251","N","N","3","None",FALSE
"Q9BXJ0","C1QTNF5","OID30618","Complement C1q tumor necrosis factor-related protein 5","7810_20",0.135992703533026,0.287117003801765,0.331786179418826,63,0.28,"2.51654007101621E-25","Y","Y","2","Both",FALSE
"P54317","PNLIPRP2","OID20775","Pancreatic lipase-related protein 2","15471_29",0.39444276653579,0.00928758405077545,0.0129934106484826,43,0.83,"0","Y","Y","1","Both",FALSE
"P09326","CD48","OID20692","CD48 antigen","3292_75",0.649246088193457,0,0,75,0.46,"1.6851007757674899E-74","Y","Y","2","Both",FALSE
"Q08334","IL10RB","OID20696","Interleukin-10 receptor subunit beta","2631_50",-0.42970073404856,0.0472039181699633,0.0615395191846289,22,0.13,"9.1465813809187997E-7","Y","Y","2","Both",FALSE
"P07148","FABP1","OID20778","Fatty acid-binding protein, liver","11516_7",0.884452670544685,0,0,61,0.58,"3.4371105689167798E-126","Y","Y","1","Both",FALSE
"O43508","TNFSF12","OID20624","Tumor necrosis factor ligand superfamily member 12","5939_42",0.125383395029085,0.334734359851501,0.38096279462938,61,0.49,"3.81313130119064E-87","Y","Y","2","Both",FALSE
"P80370","DLK1","OID20295","Protein delta homolog 1","6496_60",0.77298951048951,0,0,65,0.84,"0","Y","Y","1","Both",TRUE
"P80370","DLK1","OID20295","Protein delta homolog 1","8380_244",0.77298951048951,0,0,65,0.02,"0.474463205838563","Y","N","3","Olink only",FALSE
"Q9UMF0","ICAM5","OID20145","Intercellular adhesion molecule 5","5124_69",0.660483870967742,7.85644759093132e-05,0.000133784756111033,31,0.64,"2.10677687316788E-165","Y","Y","1","Both",FALSE
"Q9UMF0","ICAM5","OID20145","Intercellular adhesion molecule 5","8245_27",0.660483870967742,7.85644759093132e-05,0.000133784756111033,31,0.68,"8.5706904196577799E-195","Y","Y","1","Both",FALSE
"O60242","ADGRB3","OID20974","Adhesion G protein-coupled receptor B3","15365_41",-0.260606060606061,0.469675250206491,0.52088738456103,10,0.05,"3.83613756927298E-2","Y","N","3","Olink only",FALSE
"Q02790","FKBP4","OID20960","Peptidyl-prolyl cis-trans isomerase FKBP4","17722_5",0.095748987854251,0.56074628488406,0.611496355924087,39,0.68,"1.05920811818141E-197","Y","Y","1","Both",FALSE
"P18084","ITGB5","OID21522","Integrin beta-5","7755_37",0.255003819709702,0.14523948180822,0.17862241281207,34,-0.06,"3.4389843219426598E-2","Y","N","3","Olink only",FALSE
"P52848","NDST1","OID31369","Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1","6927_7",-0.139516043816703,0.194464911168547,0.232821722915472,88,-0.02,"0.35334292122077199","N","Y","3","SomaScan only",FALSE
"Q16543","CDC37","OID21470","Hsp90 co-chaperone Cdc37","3879_50",0.670102040816327,3.65972026172459e-07,7.4581663817456e-07,49,0.62,"1.8466498125870799E-153","N","N","3","None",FALSE
"P10746","UROS","OID30964","Uroporphyrinogen-III synthase","11248_43",0.579091406677613,0.00151025829958183,0.00230105481812131,28,0.33,"2.10398516489928E-38","Y","Y","2","Both",FALSE
"Q99650","OSMR","OID20356","Oncostatin-M-specific receptor subunit beta","10892_8",0.684178084604276,0,0,88,0.03,"0.31954324399323902","Y","Y","2","Both",FALSE
"Q9NQR4","NIT2","OID30336","Omega-amidase NIT2","17808_37",0.497664071190211,0.00566808186804643,0.00812089394546247,30,0.7,"1.6923220967058E-202","Y","Y","1","Both",FALSE
"O43681","GET3","OID30303","ATPase GET3","13620_10",-0.0255839822024472,0.893483018507588,0.912063587608559,30,0.35,"2.4438006432413102E-40","N","Y","3","SomaScan only",FALSE
"P63098","PPP3R1","OID20902","Calcineurin subunit B type 1","15545_13",0.658949745906268,0.00113255060161349,0.00174678911095852,22,0.58,"8.1112249813229897E-133","N","N","3","None",FALSE
"P51692","STAT5B","OID21277","Signal transducer and activator of transcription 5B","16551_14",0.687449392712551,2.83612772757319e-06,5.39964284052299e-06,39,-0.2,"2.57284724232084E-14","N","N","3","None",FALSE
"P09110","ACAA1","OID21269","3-ketoacyl-CoA thiolase, peroxisomal","17782_23",0.700734048560136,0.00040580994167591,0.000649346428888676,22,0.54,"2.8832698453349799E-110","Y","Y","1","Both",FALSE
"Q9UJA9","ENPP5","OID20736","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5","6556_5",0.757894736842105,2.47355813203611e-07,5.08678894548045e-07,39,0.8,"1.97626258336499e-322","Y","Y","1","Both",TRUE
"P14415","ATP1B2","OID30118","Sodium/potassium-transporting ATPase subunit beta-2","7218_87",-0.0559006211180124,0.805059019815072,0.835396721848544,22,0.05,"7.1847197028591894E-2","N","Y","3","SomaScan only",FALSE
"P08590","MYL3","OID30251","Myosin light chain 3","18376_19",0.952380952380953,0.00114087301587302,0.00175483056528697,8,0.89,"0","N","N","3","None",TRUE
"O75351","VPS4B","OID31386","Vacuolar protein sorting-associated protein 4B","12668_7",0.692741935483871,2.59568156246651e-05,4.5646798816584e-05,31,0.64,"1.4775177590856299E-168","Y","Y","1","Both",FALSE
"Q76LX8","ADAMTS13","OID20249","A disintegrin and metalloproteinase with thrombospondin motifs 13","3175_51",0.730199403864831,6.8983605612456e-16,1.95684650091615e-15,88,0.49,"2.2021907728362001E-86","Y","Y","2","Both",FALSE
"Q6FHJ7","SFRP4","OID30648","Secreted frizzled-related protein 4","17447_52",0.45,0.229817019400353,0.271689439689003,9,0.76,"3.5631488856938201E-257","Y","Y","1","Both",FALSE
"Q9NQX5","NPDC1","OID20205","Neural proliferation differentiation and control protein 1","10424_31",0.678195488721804,0.00136819362062396,0.00209307669062934,20,0.52,"2.50101985828276E-101","Y","Y","1","Both",FALSE
"Q8WXI7","MUC16","OID21378","Mucin-16","15565_102",0.503030303030303,0.14336680194002,0.176704278810352,10,0.16,"3.9462637159927598E-10","Y","Y","2","Both",FALSE
"P55010","EIF5","OID30156","Eukaryotic translation initiation factor 5","2612_5",0.435467980295566,0.0190652460780006,0.0259021213261885,29,0.36,"3.1253598171766702E-42","Y","N","3","Olink only",FALSE
"P46926","GNPDA1","OID30197","Glucosamine-6-phosphate isomerase 1","8909_77",0.28092959671907,0.0142150019676399,0.0196023862143121,76,0.39,"9.7041111426959194E-52","Y","Y","2","Both",FALSE
"Q6PCB0","VWA1","OID21421","von Willebrand factor A domain-containing protein 1","6385_63",0.191176470588235,0.460882076288092,0.513658306149314,17,0.41,"6.0287676927858101E-59","Y","Y","2","Both",FALSE
"Q9C0C4","SEMA4C","OID21329","Semaphorin-4C","7923_41",-0.271672771672772,0.169970747271805,0.205677356559344,27,0.18,"1.06598450846639E-11","Y","Y","2","Both",FALSE
"O43827","ANGPTL7","OID21412","Angiopoietin-related protein 7","6371_50",0.0714285714285714,0.881994047619048,0.904439506507164,8,0.01,"0.59138226076508305","Y","N","3","Olink only",FALSE
"Q07507","DPT","OID20278","Dermatopontin","4979_34",0.952380952380953,0.00114087301587302,0.00175483056528697,8,0.62,"1.52456290901931E-151","Y","Y","1","Both",FALSE
"Q14554","PDIA5","OID31209","Protein disulfide-isomerase A5","5593_11",-0.0238095238095238,0.976785714285714,0.98025873015873,8,0.11,"2.3009059488841902E-5","Y","Y","2","Both",FALSE
"P46783","RPS10","OID30070","40S ribosomal protein S10","13011_20",0.0979020979020979,0.766288456385056,0.798836257856628,12,-0.01,"0.77289708725150097","N","N","3","None",FALSE
"Q8N386","LRRC25","OID21333","Leucine-rich repeat-containing protein 25","9317_4",0.762254901960784,0.000573891243367358,0.000902400019166778,17,0.08,"3.3986374616632002E-3","Y","N","3","Olink only",FALSE
"Q8TCD5","NT5C","OID30294","5'(3')-deoxyribonucleotidase, cytosolic type","12560_9",0.0906862745098039,0.72970303386179,0.766681847148101,17,0.72,"3.3569758453417899E-220","Y","Y","1","Both",FALSE
"Q9UI42","CPA4","OID30606","Carboxypeptidase A4","9267_2",0.319688542825362,0.0854209270753891,0.108359805245072,30,0.49,"8.0607705671390297E-83","Y","Y","2","Both",FALSE
"P04118","CLPS","OID21156","Colipase","5749_53",0.547619047619048,0.170982142857143,0.206679699449373,8,0.55,"1.1682990332528499E-115","Y","Y","1","Both",FALSE
"Q96BQ1","FAM3D","OID31514","Protein FAM3D","13102_1",0.563636363636364,0.095791569143582,0.120971679600788,10,0.84,"0","Y","Y","1","Both",FALSE
"P09681","GIP","OID30288","Gastric inhibitory polypeptide","16292_288",0.693958215697346,0.000485314830293971,0.000769551184553221,22,0.66,"9.5839113555813094E-170","Y","N","3","Olink only",FALSE
"P09681","GIP","OID30288","Gastric inhibitory polypeptide","5755_29",0.693958215697346,0.000485314830293971,0.000769551184553221,22,-0.03,"0.32322516019122099","Y","N","3","Olink only",FALSE
"O95727","CRTAM","OID20914","Cytotoxic and regulatory T-cell molecule","7968_15",0.697536945812808,4.17310638208643e-05,7.28197388775205e-05,29,0.62,"7.1230538900164505E-157","Y","Y","1","Both",FALSE
"P01266","TG","OID31359","Thyroglobulin","18839_24",0.324696356275304,0.0442362566221733,0.0580729461935275,39,0.13,"1.3772620717947E-6","Y","Y","2","Both",FALSE
"O95994","AGR2","OID20896","Anterior gradient protein 2 homolog","4959_2",-0.162891986062718,0.307717234872401,0.352345596522253,41,-0.01,"0.79100956841233105","Y","N","3","Olink only",FALSE
"P61457","PCBD1","OID30610","Pterin-4-alpha-carbinolamine dehydratase","11313_100",-0.104895104895105,0.749479042672183,0.782034971512842,12,0.59,"7.8787130557016397E-131","Y","Y","1","Both",FALSE
"P05783","KRT18","OID21296","Keratin, type I cytoskeletal 18","5354_11",-0.384615384615385,0.218387426912988,0.259263307029194,12,-0.07,"6.8718337106104003E-3","Y","N","3","Olink only",FALSE
"Q99895","CTRC","OID20752","Chymotrypsin-C","5626_20",0.524475524475525,0.0838845872329148,0.106530595034827,12,-0.02,"0.35918422238811898","Y","N","3","Olink only",FALSE
"Q16762","TST","OID20868","Thiosulfate sulfurtransferase","12663_1",0.13986013986014,0.667150535987429,0.709240070743698,12,-0.16,"3.92397992318855E-10","Y","N","3","Olink only",FALSE
"P08138","NGFR","OID30300","Tumor necrosis factor receptor superfamily member 16","8374_5",0.531451612903226,0.00241609262529976,0.00359863927963513,31,0.05,"4.6025544315162502E-2","N","N","3","None",FALSE
"O75071","EFCAB14","OID31460","EF-hand calcium-binding domain-containing protein 14","10830_5",0.738961038961039,0.000197139591151203,0.000324446936457301,21,0.01,"0.62662767636369099","Y","N","3","Olink only",FALSE
"Q16719","KYNU","OID20669","Kynureninase","4559_64",0.447552447552448,0.147205377767155,0.180450457653766,12,0.43,"1.4148646611413501E-65","Y","Y","2","Both",FALSE
"P52788","SMS","OID30853","Spermine synthase","18179_56",0.727061087018484,1.5896239109003e-07,3.33914181038086e-07,39,0.18,"1.18116270687278E-11","N","N","3","None",FALSE
"Q8N6Q3","CD177","OID21119","CD177 antigen","13116_25",0.780701754385965,0.000118321962436041,0.000199084196110716,19,0.87,"0","Y","Y","1","Both",TRUE
"Q9NRV9","HEBP1","OID20063","Heme-binding protein 1","18225_13",-0.146853146853147,0.651073351116621,0.692800955146716,12,0.05,"5.7687988970018998E-2","Y","Y","2","Both",FALSE
"Q13287","NMI","OID31378","N-myc-interactor","17512_2",-0.111888111888112,0.732775446034506,0.767442930030573,12,0.65,"4.40421855324318E-174","Y","N","3","Olink only",FALSE
"Q15223","NECTIN1","OID30545","Nectin-1","8803_61",0.209608678806664,0.050153300174038,0.0651588905598262,88,0,"0.96310178927159296","Y","N","3","Olink only",FALSE
"Q6P5S2","LEG1","OID30608","Protein LEG1 homolog","7154_92",0.594405594405594,0.0457531000864937,0.059855446115471,12,0.24,"2.13566589198671E-19","Y","N","3","Olink only",FALSE
"P20851","C4BPB","OID21481","C4b-binding protein beta chain","7155_46",0.409566411891092,8.55637235863773e-05,0.000145047213106637,88,-0.08,"1.752363424342E-3","Y","N","3","Olink only",FALSE
"P12644","BMP4","OID20994","Bone morphogenetic protein 4","15667_39",0.733333333333333,0.0311232363315697,0.0414364785593657,9,0.42,"1.7901734939636401E-64","N","N","3","None",FALSE
"P12644","BMP4","OID20994","Bone morphogenetic protein 4","6326_20",0.733333333333333,0.0311232363315697,0.0414364785593657,9,-0.13,"1.49963842346005E-6","N","N","3","None",FALSE
"O00451","GFRA2","OID21330","GDNF family receptor alpha-2","2515_14",0.561251805149519,2.30096369097905e-08,5.21644178135612e-08,88,0.49,"1.6053654214918501E-89","Y","Y","2","Both",FALSE
"Q15256","PTPRR","OID31099","Receptor-type tyrosine-protein phosphatase R","6361_49",-0.316666666666667,0.410080467372134,0.461596059484685,9,0.32,"1.18011447903255E-36","Y","N","3","Olink only",FALSE
"P48060","GLIPR1","OID31517","Glioma pathogenesis-related protein 1","9265_10",-0.5,0.177662037037037,0.214066638009408,9,-0.09,"8.0807906695829997E-4","Y","Y","2","Both",FALSE
"O15116","LSM1","OID21210","U6 snRNA-associated Sm-like protein LSm1","17795_176",-0.4,0.291192680776014,0.335808515419939,9,0.42,"1.75873854124189E-64","N","N","3","None",FALSE
"P07585","DCN","OID20106","Decorin","2666_53",0.284158672543428,0.0325294761905437,0.0432576897751754,57,-0.09,"7.8174958967410001E-4","Y","N","3","Olink only",FALSE
"Q6YHK3","CD109","OID21108","CD109 antigen","3290_50",0.75892008030714,0,0,88,0.58,"4.0767303919368602E-130","Y","Y","1","Both",FALSE
"P09960","LTA4H","OID21452","Leukotriene A-4 hydrolase","3204_2",0.500123278503751,1.00463559994942e-06,1.9657427943551e-06,88,0.78,"7.96667957483036E-293","Y","Y","1","Both",FALSE
"P02774","GC","OID30780","Vitamin D-binding protein","15589_1",-0.0418884588802398,0.69838590068443,0.739660114327131,88,0.21,"2.91473954581953E-15","Y","Y","2","Both",FALSE
"P09466","PAEP","OID20925","Glycodelin","8867_18",0.384505552617663,0.00237106292268744,0.00353623519116792,61,0.03,"0.26879618053673399","Y","N","3","Olink only",FALSE
"P05155","SERPING1","OID30777","Plasma protease C1 inhibitor","4479_14",0.551389524849424,4.51436816326322e-08,9.93512993435511e-08,88,0.31,"1.33426323875004E-31","Y","Y","2","Both",FALSE
"Q9NQ79","CRTAC1","OID20279","Cartilage acidic protein 1","5632_6",0.76487603852331,4.17715108520819e-18,1.22812593104168e-17,88,0.7,"3.16907398745937E-217","Y","Y","1","Both",FALSE
"Q16610","ECM1","OID30736","Extracellular matrix protein 1","3366_51",0.630220097132386,4.73028903308826e-11,1.24777951363473e-10,88,0.29,"6.7539627123877599E-28","Y","Y","2","Both",FALSE
"Q06033","ITIH3","OID20352","Inter-alpha-trypsin inhibitor heavy chain H3","7145_1",0.823658905991335,0,0,88,0.63,"3.4667417506875199E-162","Y","Y","1","Both",FALSE
"P55058","PLTP","OID20238","Phospholipid transfer protein","15475_4",0.681730125744074,0,0,88,0.19,"8.3430467276981501E-13","Y","Y","2","Both",FALSE
"P10909","CLU","OID30732","Clusterin","4542_24",0.400443802613504,0.000125880088475284,0.000211171797754229,88,0.16,"7.8139994705404699E-9","Y","Y","2","Both",FALSE
"P13727","PRG2","OID30381","Bone marrow proteoglycan","7258_5",0.768817583036878,0,0,88,0.48,"5.9606378733354798E-78","Y","Y","2","Both",FALSE
"P04070","PROC","OID20402","Vitamin K-dependent protein C","2961_1",0.649695325983586,0,0,88,0.22,"2.1021009086361499E-17","Y","Y","2","Both",FALSE
"P04070","PROC","OID20402","Vitamin K-dependent protein C","3758_68",0.649695325983586,0,0,88,-0.05,"8.2366502133306194E-2","Y","N","3","Olink only",FALSE
"P04278","SHBG","OID30685","Sex hormone-binding globulin","4929_55",0.887992673734635,0,0,88,0.89,"0","Y","Y","1","Both",TRUE
"P20138","CD33","OID21472","Myeloid cell surface antigen CD33","3166_92",0.638159309045385,0,0,78,0.7,"1.8193261519706801E-210","Y","Y","1","Both",FALSE
"P08709","F7","OID20372","Coagulation factor VII","3184_25",0.726445000176112,0,0,88,0.52,"4.2008567978898804E-102","Y","Y","1","Both",FALSE
"P43251","BTD","OID30754","Biotinidase","15644_1",0.604716283329224,3.98748467644562e-11,1.05677704218477e-10,88,0.52,"1.10056358501404E-95","Y","Y","1","Both",FALSE
"P17936","IGFBP3","OID20398","Insulin-like growth factor-binding protein 3","2571_12",0.715332323623684,0,0,88,0.48,"2.4681280517657401E-85","Y","Y","2","Both",FALSE
"P0DMV8","HSPA1A","OID20718","Heat shock 70 kDa protein 1A","4124_24",0.773942446549963,0,0,88,-0.26,"1.5544724273814499E-22","Y","Y","2","Both",FALSE
"P02461","COL3A1","OID30379","Collagen alpha-1(III) chain","18880_81",0.773114719453348,0,0,88,0.59,"1.9708155927854399E-131","Y","Y","1","Both",FALSE
"P15291","B4GALT1","OID20780","Beta-1,4-galactosyltransferase 1","13381_49",0.612148215983939,0,0,88,0.39,"3.8138973114731102E-53","Y","Y","2","Both",FALSE
"P22105","TNXB","OID21107","Tenascin-X","5698_60",0.630551935472509,0,0,88,0.53,"1.2483744580306499E-106","Y","Y","1","Both",FALSE
"A8MVW5","HEPACAM2","OID31151","HEPACAM family member 2","9116_28",0.56587716081387,1.1903697344586e-07,2.54531710265864e-07,78,-0.04,"9.7440068235088495E-2","Y","N","3","Olink only",FALSE
"Q9HCN6","GP6","OID21091","Platelet glycoprotein VI","3194_36",0.932156899012676,1.04175452042874e-39,3.35082864263262e-39,88,0.78,"1.39142597406948E-293","Y","Y","1","Both",TRUE
"Q8IZF2","ADGRF5","OID30349","Adhesion G protein-coupled receptor F5","6409_57",-0.0614279172977352,0.568999494275747,0.6182872271774,88,-0.06,"1.65871581667121E-2","N","Y","3","SomaScan only",FALSE
"Q14508","WFDC2","OID21505","WAP four-disulfide core domain protein 2","11388_75",0.812440562149977,0,0,88,0.77,"2.91369261897624E-285","Y","Y","1","Both",TRUE
