"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","Panel_Lot_Nr","PlateID","Analyzed.MS","Detected.MS","Perc.Missing.MS","Analyzed.Olink","Detected.Olink","Perc.Missing.Olink","Overlapping","Detected.Platform","In.HPA","In.HPA.Plasma","In.HPPP","In.Ref.Plasma.Proteome"
"P10636",NA,NA,"OID20830","MAPT","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,44.3181818181818,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9HAW4",NA,NA,"OID20831","CLSPN","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,93.1818181818182,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UM07",NA,NA,"OID20832","PADI4","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,5.68181818181818,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P26440",NA,NA,"OID20833","IVD","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P29474",NA,NA,"OID20834","NOS3","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O60240",NA,NA,"OID20835","PLIN1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P41208",NA,NA,"OID20836","CETN2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,9.09090909090909,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UJY5",NA,NA,"OID20838","GGA1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,57.9545454545455,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P30039",NA,NA,"OID20839","PBLD","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q5JZY3",NA,NA,"OID20840","EPHA10","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,70.4545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q02643",NA,NA,"OID20841","GHRHR","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,27.2727272727273,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9BW30",NA,NA,"OID20842","TPPP3","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q16864",NA,NA,"OID20843","ATP6V1F","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,10.2272727272727,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9HA65",NA,NA,"OID20844","TBC1D17","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,2.27272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96PP9",NA,NA,"OID20845","GBP4","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,50,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y680",NA,NA,"OID20846","FKBP7","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,29.5454545454545,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q03393",NA,NA,"OID20847","PTS","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P01375",NA,NA,"OID20848","TNF","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"P58417",NA,NA,"OID20849","NXPH1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,10.2272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q6UX27",NA,NA,"OID20851","VSTM1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q9UK53",NA,NA,"OID20853","ING1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P29466",NA,NA,"OID20854","CASP1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,20.4545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9H0C8",NA,NA,"OID20855","ILKAP","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,25,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y5P4",NA,NA,"OID20857","CERT","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,35.2272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9H2W6",NA,NA,"OID20858","MRPL46","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,69.3181818181818,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P39905",NA,NA,"OID20861","GDNF","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O94813",NA,NA,"OID20862","SLIT2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,11.3636363636364,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P29475",NA,NA,"OID20863","NOS1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O14523",NA,NA,"OID20864","C2CD2L","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,17.0454545454545,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UBB4",NA,NA,"OID20865","ATXN10","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9H3R2",NA,NA,"OID20866","MUC13","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9NRG1",NA,NA,"OID20867","PRTFDC1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,2.27272727272727,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q13426",NA,NA,"OID20869","XRCC4","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,64.7727272727273,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q15633",NA,NA,"OID20870","TARBP2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P07196",NA,NA,"OID20871","NEFL","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P49789",NA,NA,"OID20872","FHIT","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6UWL6",NA,NA,"OID20873","KIRREL2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y2W6",NA,NA,"OID20875","TDRKH","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P61244",NA,NA,"OID20877","MAX","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,2.27272727272727,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O00399",NA,NA,"OID20879","DCTN6","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,25,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P23276",NA,NA,"OID20881","KEL","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9UPY6",NA,NA,"OID20882","WASF3","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,56.8181818181818,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O95466",NA,NA,"OID20884","FMNL1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9UJ72",NA,NA,"OID20886","ANXA10","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,10.2272727272727,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P30519",NA,NA,"OID20887","HMOX2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q86Z14",NA,NA,"OID20888","KLB","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,19.3181818181818,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6UXK2",NA,NA,"OID20889","ISLR2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q92917",NA,NA,"OID20890","GPKOW","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,39.7727272727273,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q92851",NA,NA,"OID20893","CASP10","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,4.54545454545455,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9NQ88",NA,NA,"OID20894","TIGAR","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,34.0909090909091,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96B36",NA,NA,"OID20895","AKT1S1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9Y4K4",NA,NA,"OID20899","MAP4K5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O95256",NA,NA,"OID20900","IL18RAP","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P52943",NA,NA,"OID20901","CRIP2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9Y6D9",NA,NA,"OID20904","MAD1L1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O14944",NA,NA,"OID20905","EREG","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q86WV1",NA,NA,"OID20906","SKAP1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P29218",NA,NA,"OID20907","IMPA1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,30.6818181818182,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P18031",NA,NA,"OID20908","PTPN1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"Q16740",NA,NA,"OID20910","CLPP","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P05231",NA,NA,"OID20911","IL6","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q92932",NA,NA,"OID20912","PTPRN2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9HAN9",NA,NA,"OID20913","NMNAT1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P11464",NA,NA,"OID20916","PSG1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q8NBI3",NA,NA,"OID20917","DRAXIN","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O00559",NA,NA,"OID20918","EBAG9","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9BZM5",NA,NA,"OID20919","ULBP2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P01138",NA,NA,"OID20920","NGF","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,FALSE,100,FALSE,"None",TRUE,FALSE,FALSE,FALSE
"Q8TCT1",NA,NA,"OID20922","PHOSPHO1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P78560",NA,NA,"OID20923","CRADD","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q08629",NA,NA,"OID20924","SPOCK1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O00308",NA,NA,"OID20926","WWP2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8IUN9",NA,NA,"OID20928","CLEC10A","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9HD42",NA,NA,"OID20930","CHMP1A","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q02083",NA,NA,"OID20931","NAAA","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O60609",NA,NA,"OID20933","GFRA3","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9UBT3",NA,NA,"OID20934","DKK4","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P52798",NA,NA,"OID20935","EFNA4","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q2TAL6",NA,NA,"OID20936","VWC2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q13451",NA,NA,"OID20937","FKBP5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q2MKA7",NA,NA,"OID20938","RSPO1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q96NZ8",NA,NA,"OID20939","WFIKKN1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9H5V8",NA,NA,"OID20940","CDCP1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P38484",NA,NA,"OID20941","IFNGR2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q15814",NA,NA,"OID20942","TBCC","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q14108",NA,NA,"OID20943","SCARB2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P78333",NA,NA,"OID20944","GPC5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O43155",NA,NA,"OID20946","FLRT2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9H3S3",NA,NA,"OID20947","TMPRSS5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q53H47",NA,NA,"OID20948","SETMAR","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P08134",NA,NA,"OID20950","RHOC","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P40222",NA,NA,"OID20952","TXLNA","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"O43557",NA,NA,"OID20953","TNFSF14","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"O95630",NA,NA,"OID20955","STAMBP","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"Q6XZF7",NA,NA,"OID20956","DNMBP","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q92752",NA,NA,"OID20957","TNR","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6P1N0",NA,NA,"OID20958","CC2D1A","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q8WV92",NA,NA,"OID20959","MITD1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P22079",NA,NA,"OID20963","LPO","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"O95407",NA,NA,"OID20964","TNFRSF6B","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q6ISS4",NA,NA,"OID20965","LAIR2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q9NZQ7",NA,NA,"OID20966","CD274","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O00220",NA,NA,"OID20967","TNFRSF10A","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q92765",NA,NA,"OID20968","FRZB","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q6UX15",NA,NA,"OID20970","LAYN","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P50135",NA,NA,"OID20975","HNMT","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q8WWN9",NA,NA,"OID20977","IPCEF1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O15232",NA,NA,"OID20979","MATN3","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9NPH6",NA,NA,"OID20980","OBP2B","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O14763",NA,NA,"OID20981","TNFRSF10B","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O15197",NA,NA,"OID20982","EPHB6","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P01258",NA,NA,"OID20983","CALCA","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",FALSE,FALSE,TRUE,TRUE
"Q8N474",NA,NA,"OID20984","SFRP1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q07011",NA,NA,"OID20985","TNFRSF9","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q9H477",NA,NA,"OID20986","RBKS","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P56279",NA,NA,"OID20987","TCL1A","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P08962",NA,NA,"OID20988","CD63","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P07306",NA,NA,"OID20990","ASGR1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9BYC5",NA,NA,"OID20992","FUT8","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P28325",NA,NA,"OID20995","CST5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"P10145",NA,NA,"OID20997","CXCL8","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q96GW7",NA,NA,"OID20998","BCAN","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P37023",NA,NA,"OID20999","ACVRL1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O15496",NA,NA,"OID21002","PLA2G10","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P13500",NA,NA,"OID21004","CCL2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"O94779",NA,NA,"OID21006","CNTN5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q08708",NA,NA,"OID21010","CD300C","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P15151",NA,NA,"OID21011","PVR","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P21217_Q11128",NA,NA,"OID21013","FUT3_FUT5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",FALSE,FALSE,FALSE,FALSE
"O43927",NA,NA,"OID21024","CXCL13","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q96CD2",NA,NA,"OID21027","PPCDC","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q99731",NA,NA,"OID21030","CCL19","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q14739",NA,NA,"OID21034","LBR","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P78325",NA,NA,"OID21039","ADAM8","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O00214",NA,NA,"OID21041","LGALS8","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"O14625",NA,NA,"OID21042","CXCL11","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q6NW40",NA,NA,"OID21045","RGMB","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P01178",NA,NA,"OID21047","OXT","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P28908",NA,NA,"OID21049","TNFRSF8","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P30533",NA,NA,"OID21059","LRPAP1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"Q9P126",NA,NA,"OID21061","CLEC1B","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"P57087",NA,NA,"OID21064","JAM2","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
"O94907",NA,NA,"OID21066","DKK1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"P01215",NA,NA,"OID21069","CGA","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,FALSE,TRUE
"Q04900",NA,NA,"OID21080","CD164","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,FALSE,TRUE,TRUE
"O15389",NA,NA,"OID21082","SIGLEC5","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,1.13636363636364,FALSE,"Olink",TRUE,FALSE,FALSE,FALSE
"Q96FE7",NA,NA,"OID21094","PIK3IP1","Neurology","B04414","Run122",FALSE,FALSE,NA,TRUE,TRUE,0,FALSE,"Olink",TRUE,TRUE,TRUE,TRUE
