biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
P16860,P16860,,C,,canonical,0.999,0.000,75,0.213,5,,,,,,,,,P16860,1315,1,,,,nP20K \PName=Natriuretic peptides B isoform Iso 1 \GName=NPPB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=134 \SV=1 \EV=206 \PE=1 \ModResPsi=(112|MOD:00798|half cystine)(128|MOD:00798|half cystine) \ModRes=(62||O-linked (HexNAc...) threonine)(63||O-link,Homo sapiens
P16671,P16671,,C,,canonical,0.999,0.000,760,0.908,17,,,,,,,,,P16671,1314,41,,,,nP20K \PName=Platelet glycoprotein 4 isoform Iso 1 \GName=CD36 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=472 \SV=2 \EV=227 \PE=1 \ModResPsi=(3|MOD:00115|S-palmitoyl-L-cysteine)(7|MOD:00115|S-palmitoyl-L-cysteine)(243|MOD:00798|half cystine)(311|MOD:00,Homo sapiens
P16615,P16615,,C,,canonical,0.999,0.000,664,0.290,48,,,,,,,,,Q93084,3253,136,,,,nP20K \PName=Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform Iso 1 \GName=ATP2A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1042 \SV=1 \EV=246 \PE=1 \ModResPsi=(38|MOD:00046|O-phospho-L-serine)(178|MOD:00046|O-phospho-L-serine)(294|MOD:0178,Homo sapiens
P16581,P16581,,C,,canonical,0.999,0.000,7425,6.483,33,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=E-selectin isoform Iso 1 \GName=SELE \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=610 \SV=1 \EV=236 \PE=1 \ModResPsi=(40|MOD:00798|half cystine)(138|MOD:00798|half cystine)(111|MOD:00798|half cystine)(130|MOD:00798|half cystine)(143|MOD:0079,Homo sapiens
P16562,P16562,,C,,canonical,1.000,0.000,419,0.793,12,,,,,,,,,P54108,1885,21,,,,nP20K \PName=Cysteine-rich secretory protein 2 isoform Iso 1 \GName=CRISP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=243 \SV=1 \EV=179 \PE=1 \ModResPsi=(189|MOD:00798|half cystine)(196|MOD:00798|half cystine)(192|MOD:00798|half cystine)(201|MOD:00798|,Homo sapiens
P16519,P16519,,C,,canonical,0.999,0.000,5,0.004,3,,,,,,,,,P16519,1313,14,,,,nP20K \PName=Neuroendocrine convertase 2 isoform Iso 1 \GName=PCSK2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=638 \SV=2 \EV=206 \PE=1 \ModResPsi=(225|MOD:00798|half cystine)(376|MOD:00798|half cystine)(317|MOD:00798|half cystine)(347|MOD:00798|half cy,Homo sapiens
P16455,P16455,,C,,canonical,0.999,0.000,29,0.066,3,,,,,,,,,Q9H299,3686,27,,,,nP20K \PName=Methylated-DNA--protein-cysteine methyltransferase isoform Iso 1 \GName=MGMT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=207 \SV=1 \EV=210 \PE=1 \ModResPsi=(14|MOD:00046|O-phospho-L-serine)(22|MOD:00046|O-phospho-L-serine)(125|MOD:00134|N6-,Homo sapiens
P16452,P16452,,C,,canonical,0.999,0.000,487,0.283,29,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Protein 4.2 isoform Short \GName=EPB42 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=691 \SV=3 \EV=211 \PE=1 \ModResPsi=(2|MOD:00068|N-myristoylglycine)(248|MOD:00046|O-phospho-L-serine)(571|MOD:00046|O-phospho-L-serine) \ModRes=(82||O-linked,Homo sapiens
P16444,P16444,,C,,canonical,0.999,0.000,88,0.087,11,,,,,,,,,P16444,1312,6,,,,nP20K \PName=Dipeptidase 1 isoform Iso 1 \GName=DPEP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=411 \SV=3 \EV=220 \PE=1 \ModResPsi=(87|MOD:00798|half cystine)(170|MOD:00798|half cystine)(242|MOD:00798|half cystine)(274|MOD:00798|half cystine)(377|MOD:,Homo sapiens
P16442,P16442,,C,,canonical,0.999,0.000,16,0.017,6,,,,,,,,,P16442,1311,319,,,,nP20K \PName=Histo-blood group ABO system transferase isoform Iso 1 \GName=ABO \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=354 \SV=2 \EV=224 \PE=1 \ModRes=(113||N-linked (GlcNAc...) asparagine) \VariantSimple=(35|R)(36|F)(63|H)(74|S)(156|L)(161|H)(163|M,Homo sapiens
P16435,P16435,,C,,canonical,0.999,0.000,11,0.006,10,,,,,,,,,P16435,1310,21,,,,nP20K \PName=NADPH--cytochrome P450 reductase isoform Iso 1 \GName=POR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=677 \SV=2 \EV=236 \PE=1 \ModResPsi=(2|MOD:00055|N-acetylglycine)(56|MOD:00134|N6-glycyl-L-lysine)(62|MOD:00046|O-phospho-L-serine)(63|MOD:,Homo sapiens
P16422,P16422,,C,,canonical,0.999,0.000,7,0.010,4,,,,,,,,,P16422,1309,7,,,,nP20K \PName=Epithelial cell adhesion molecule isoform Iso 1 \GName=EPCAM \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=314 \SV=2 \EV=208 \PE=1 \ModResPsi=(27|MOD:00798|half cystine)(46|MOD:00798|half cystine)(29|MOD:00798|half cystine)(59|MOD:00798|half,Homo sapiens
P16403,P16403,,C,,canonical,1.000,0.000,1760,3.632,74,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Histone H1.2 isoform Iso 1 \GName=H1-2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=213 \SV=2 \EV=216 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(4|MOD:00047|O-phospho-L-threonine)(17|MOD:00134|N6-glycyl-,Homo sapiens
P16402,P16402,,C,,canonical,1.000,0.000,1528,2.891,65,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Histone H1.3 isoform Iso 1 \GName=H1-3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=221 \SV=2 \EV=195 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(4|MOD:00047|O-phospho-L-threonine)(10|MOD:00047|O-phospho-,Homo sapiens
P16401,P16401,,C,,canonical,1.000,0.000,1102,2.502,70,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Histone H1.5 isoform Iso 1 \GName=H1-5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=226 \SV=3 \EV=198 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(4|MOD:00047|O-phospho-L-threonine)(9|MOD:00047|O-phospho-L,Homo sapiens
P16333,P16333,,C,,canonical,0.999,0.000,23,0.024,6,,,,,,,,,O43639,679,26,,,,nP20K \PName=Cytoplasmic protein NCK1 isoform Iso 1 \GName=NCK1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=377 \SV=1 \EV=234 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(61|MOD:00046|O-phospho-L-serine)(85|MOD:00046|O-phospho-L-serine)(89|MOD:0004,Homo sapiens
P16298,P16298,,C,,canonical,1.000,0.000,42,0.035,10,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform isoform Iso 1 \GName=PPP3CB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=524 \SV=2 \EV=182 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(436|MOD:00047|O-phospho-L-thr,Homo sapiens
P16284,P16284,,C,,canonical,1.000,0.000,6943,3.582,79,,,,,,,,,P16284,1308,30,,,,nP20K \PName=Platelet endothelial cell adhesion molecule isoform Long \GName=PECAM1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=738 \SV=2 \EV=235 \PE=1 \ModResPsi=(57|MOD:00798|half cystine)(109|MOD:00798|half cystine)(152|MOD:00798|half cystine)(206|MO,Homo sapiens
P16278,P16278,,C,,canonical,0.999,0.000,1380,1.044,25,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Beta-galactosidase isoform Iso 1 \GName=GLB1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=677 \SV=2 \EV=234 \PE=1 \ModResPsi=(195|MOD:00798|half cystine)(230|MOD:00798|half cystine)(626|MOD:00798|half cystine)(634|MOD:00798|half cystine) \Mo,Homo sapiens
P16234,P16234,,C,,canonical,0.999,0.000,118,0.048,15,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Platelet-derived growth factor receptor alpha isoform Iso 1 \GName=PDGFRA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1089 \SV=1 \EV=238 \PE=1 \ModResPsi=(49|MOD:00798|half cystine)(100|MOD:00798|half cystine)(150|MOD:00798|half cystine)(18,Homo sapiens
P16233,P16233,,C,,canonical,0.999,0.000,1157,1.051,75,,,,,,,,,P16233,1307,22,,,,nP20K \PName=Pancreatic triacylglycerol lipase isoform Iso 1 \GName=PNLIP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=465 \SV=1 \EV=213 \PE=1 \ModResPsi=(20|MOD:00798|half cystine)(26|MOD:00798|half cystine)(107|MOD:00798|half cystine)(118|MOD:00798|hal,Homo sapiens
P16219,P16219,,C,,canonical,0.999,0.000,7,0.008,4,,,,,,,,,P16219,1306,6,,,,"nP20K \PName=Short-chain specific acyl-CoA dehydrogenase, mitochondrial isoform Iso 1 \GName=ACADS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=412 \SV=1 \EV=222 \PE=1 \ModResPsi=(27|MOD:00047|O-phospho-L-threonine)(51|MOD:01819|N6-succinyl-L-lysine)(51|",Homo sapiens
P16157,P16157,,C,,canonical,1.000,0.000,3753,0.869,113,,,,,,,,,P04114,1033,64541,,,,"nP20K \PName=Ankyrin-1 isoform Er1 \GName=ANK1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1881 \SV=3 \EV=235 \PE=1 \ModResPsi=(3|MOD:00048|O4'-phospho-L-tyrosine)(4|MOD:00046|O-phospho-L-serine)(105|MOD:01401|(2S,3S)-3-hydroxyasparagine)(233|MOD:01401|",Homo sapiens
P16152,P16152,,C,,canonical,0.999,0.000,1231,1.644,32,,,,,,,,,P16152,1305,10,,,,nP20K \PName=Carbonyl reductase [NADPH] 1 isoform Iso 1 \GName=CBR1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=277 \SV=3 \EV=227 \PE=1 \ModResPsi=(2|MOD:00046|O-phospho-L-serine)(2|MOD:00060|N-acetyl-L-serine)(30|MOD:00046|O-phospho-L-serine)(149|MOD:0,Homo sapiens
P16150,P16150,,C,,canonical,0.999,0.000,41,0.055,10,,,,,,,,,P16150,1304,2,,,,nP20K \PName=Leukosialin isoform Iso 1 \GName=SPN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=400 \SV=1 \EV=194 \PE=1 \ModResPsi=(291|MOD:00046|O-phospho-L-serine)(322|MOD:00046|O-phospho-L-serine)(328|MOD:00046|O-phospho-L-serine)(336|MOD:00046|O-phosp,Homo sapiens
P16144,P16144,,C,,canonical,1.000,0.000,3661,0.831,16,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Integrin beta-4 isoform Beta-4C \GName=ITGB4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1822 \SV=5 \EV=257 \PE=1 \ModResPsi=(30|MOD:00798|half cystine)(455|MOD:00798|half cystine)(38|MOD:00798|half cystine)(48|MOD:00798|half cystine)(41|MO,Homo sapiens
P16112,P16112,,C,,canonical,0.999,0.000,4190,1.441,75,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Aggrecan core protein isoform Iso 1 \GName=ACAN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2530 \SV=3 \EV=227 \PE=1 \ModResPsi=(51|MOD:00798|half cystine)(133|MOD:00798|half cystine)(175|MOD:00798|half cystine)(246|MOD:00798|half cystine)(,Homo sapiens
P16109,P16109,,C,,canonical,1.000,0.000,15918,10.038,74,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=P-selectin isoform Iso 1 \GName=SELP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=830 \SV=3 \EV=239 \PE=1 \ModResPsi=(60|MOD:00798|half cystine)(158|MOD:00798|half cystine)(131|MOD:00798|half cystine)(150|MOD:00798|half cystine)(163|MOD:0079,Homo sapiens
P16104,P16104,,C,,canonical,1.000,0.000,4611,14.954,65,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Histone H2AX isoform Iso 1 \GName=H2AX \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=143 \SV=2 \EV=222 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(6|MOD:00064|N6-acetyl-L-lysine)(10|MOD:00064|N6-acetyl-L-l,Homo sapiens
P16083,P16083,,C,,canonical,0.999,0.000,1011,1.639,26,,,,,,,,,P16083,1303,9,,,,nP20K \PName=Ribosyldihydronicotinamide dehydrogenase [quinone] isoform Iso 1 \GName=NQO2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=231 \SV=5 \EV=224 \PE=1 \ModResPsi=(16|MOD:00134|N6-glycyl-L-lysine)(80|MOD:00046|O-phospho-L-serine)(83|MOD:00046|O-ph,Homo sapiens
P16070,P16070,,C,,canonical,0.999,0.000,27736,19.677,71,,,,,,,,,P16070,1302,101,,,,nP20K \PName=CD44 antigen isoform Iso 1 \GName=CD44 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=742 \SV=3 \EV=250 \PE=1 \ModResPsi=(28|MOD:00798|half cystine)(129|MOD:00798|half cystine)(53|MOD:00798|half cystine)(118|MOD:00798|half cystine)(77|MOD:0079,Homo sapiens
P16035,P16035,,C,,canonical,1.000,0.000,4532,10.289,39,,,,,,,,,P16035,1301,19,,,,nP20K \PName=Metalloproteinase inhibitor 2 isoform Iso 1 \GName=TIMP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=220 \SV=2 \EV=214 \PE=1 \ModResPsi=(27|MOD:00798|half cystine)(98|MOD:00798|half cystine)(29|MOD:00798|half cystine)(127|MOD:00798|half cys,Homo sapiens
P15954,P15954,,C,,canonical,0.999,0.000,9,0.041,3,,,,,,,,,P15954,1300,15,,,,"nP20K \PName=Cytochrome c oxidase subunit 7C, mitochondrial isoform Iso 1 \GName=COX7C \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=63 \SV=1 \EV=186 \PE=1 \ModResPsi=(17|MOD:00046|O-phospho-L-serine)(25|MOD:01819|N6-succinyl-L-lysine)(25|MOD:00064|N6-ace",Homo sapiens
P15941,P15941,,C,,canonical,0.999,0.000,224,0.318,8,,,,,,,,,P15941,1299,67,,,,nP20K \PName=Mucin-1 isoform Iso 1 \GName=MUC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1255 \SV=3 \EV=234 \PE=1 \ModResPsi=(1184|MOD:00115|S-palmitoyl-L-cysteine)(1186|MOD:00115|S-palmitoyl-L-cysteine)(1191|MOD:00048|O4'-phospho-L-tyrosine)(1202|MOD,Homo sapiens
P15924,P15924,,C,,canonical,1.000,0.000,13979,1.900,350,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Desmoplakin isoform DPI \GName=DSP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2871 \SV=3 \EV=253 \PE=1 \ModResPsi=(22|MOD:00046|O-phospho-L-serine)(28|MOD:00048|O4'-phospho-L-tyrosine)(31|MOD:00047|O-phospho-L-threonine)(32|MOD:00046|O-pho,Homo sapiens
P15907,P15907,,C,,canonical,0.999,0.000,532,0.575,17,,,,,,,,,Q8N392,3011,38,,,,"nP20K \PName=Beta-galactoside alpha-2,6-sialyltransferase 1 isoform Iso 1 \GName=ST6GAL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=406 \SV=1 \EV=215 \PE=1 \ModResPsi=(142|MOD:00798|half cystine)(406|MOD:00798|half cystine)(184|MOD:00798|half cystine)(",Homo sapiens
P15880,P15880,,C,,canonical,0.999,0.000,170,0.214,18,,,,,,,,,P15880,1296,23,,,,nP20K \PName=40S ribosomal protein S2 isoform Iso 1 \GName=RPS2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=293 \SV=2 \EV=227 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(26|MOD:00658|methylated arginine)(58|MOD:00064|N6-acetyl-L-lysine)(58|MOD:001,Homo sapiens
P15814,P15814,,C,,canonical,1.000,0.000,456152,941.436,135,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Immunoglobulin lambda-like polypeptide 1 isoform Iso 1 \GName=IGLL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=213 \SV=1 \EV=197 \PE=1 \ModResPsi=(62|MOD:00046|O-phospho-L-serine)(76|MOD:00046|O-phospho-L-serine)(135|MOD:00798|half cystine,Homo sapiens
P15813,P15813,,C,,canonical,0.999,0.000,113,0.197,7,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Antigen-presenting glycoprotein CD1d isoform Iso 1 \GName=CD1D \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=335 \SV=1 \EV=208 \PE=1 \ModResPsi=(120|MOD:00798|half cystine)(184|MOD:00798|half cystine)(224|MOD:00798|half cystine)(279|MOD:00798,Homo sapiens
P15692,P15692,,C,,canonical,0.999,0.000,9,0.020,5,,,,,,,,,P15692,1295,35,,,,nP20K \PName=Vascular endothelial growth factor A isoform VEGF206 \GName=VEGFA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=232 \SV=2 \EV=261 \PE=1 \ModResPsi=(52|MOD:00798|half cystine)(94|MOD:00798|half cystine)(77|MOD:00798|half cystine)(77|MOD:00798|,Homo sapiens
P15586,P15586,,C,,canonical,0.999,0.000,316,0.256,19,,,,,,,,,P15586,1294,17,,,,nP20K \PName=N-acetylglucosamine-6-sulfatase isoform Iso 1 \GName=GNS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=552 \SV=3 \EV=198 \PE=1 \ModResPsi=(91|MOD:00193|L-3-oxoalanine (Cys))(125|MOD:00134|N6-glycyl-L-lysine)(541|MOD:00046|O-phospho-L-serine),Homo sapiens
P15559,P15559,,C,,canonical,0.999,0.000,65,0.105,24,,,,,,,,,P15559,1293,13,,,,nP20K \PName=NAD(P)H dehydrogenase [quinone] 1 isoform Iso 1 \GName=NQO1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=274 \SV=1 \EV=226 \PE=1 \ModResPsi=(82|MOD:00046|O-phospho-L-serine)(250|MOD:00134|N6-glycyl-L-lysine)(251|MOD:00134|N6-glycyl-L-lysine),Homo sapiens
P15531,P15531,,C,,canonical,1.000,0.000,1982,4.500,37,,,,,,,,,P15531,1292,18,,,,nP20K \PName=Nucleoside diphosphate kinase A isoform Iso 1 \GName=NME1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=152 \SV=1 \EV=242 \PE=1 \ModResPsi=(100|MOD:00134|N6-glycyl-L-lysine)(120|MOD:00046|O-phospho-L-serine)(122|MOD:00046|O-phospho-L-serine)(,Homo sapiens
P15529,P15529,,C,,canonical,0.999,0.000,197,0.280,14,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Membrane cofactor protein isoform A \GName=CD46 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=392 \SV=3 \EV=235 \PE=1 \ModResPsi=(35|MOD:00798|half cystine)(80|MOD:00798|half cystine)(64|MOD:00798|half cystine)(94|MOD:00798|half cystine)(99|M,Homo sapiens
P15509,P15509,,C,,canonical,0.999,0.000,865,0.982,12,,,,,,,,,P15509,1289,21,,,,nP20K \PName=Granulocyte-macrophage colony-stimulating factor receptor subunit alpha isoform Iso 1 \GName=CSF2RA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=400 \SV=1 \EV=216 \PE=1 \ModResPsi=(126|MOD:00798|half cystine)(136|MOD:00798|half cystine)(165|,Homo sapiens
P15502,P15502,,C,,canonical,1.000,0.000,159,0.180,15,,,,,,,,,P15502,1288,80,,,,nP20K \PName=Elastin isoform Iso 3 \GName=ELN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=786 \SV=4 \EV=220 \PE=1 \ModResPsi=(34|MOD:01024|monohydroxylated proline)(65|MOD:01024|monohydroxylated proline)(67|MOD:01024|monohydroxylated proline)(88|MOD:010,Homo sapiens
P15428,P15428,,C,,canonical,0.999,0.000,6,0.009,4,,,,,,,,,P15428,1287,14,,,,nP20K \PName=15-hydroxyprostaglandin dehydrogenase [NAD(+)] isoform Iso 1 \GName=HPGD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=266 \SV=1 \EV=213 \PE=1 \ModResPsi=(259|MOD:00047|O-phospho-L-threonine) \VariantSimple=(2|Q)(4|T)(5|A)(5|D)(5|S)(5|V)(6|E),Homo sapiens
P15374,P15374,,C,,canonical,0.999,0.000,145,0.299,16,,,,,,,,,P15374,1286,15,,,,nP20K \PName=Ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform Iso 1 \GName=UCHL3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=230 \SV=1 \EV=207 \PE=1 \ModResPsi=(121|MOD:00134|N6-glycyl-L-lysine)(126|MOD:00046|O-phospho-L-serine)(128|MOD:00046|O-,Homo sapiens
P15328,P15328,,C,,canonical,0.999,0.000,26,0.042,8,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Folate receptor alpha isoform Iso 1 \GName=FOLR1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=257 \SV=3 \EV=196 \PE=1 \ModResPsi=(37|MOD:00798|half cystine)(65|MOD:00798|half cystine)(57|MOD:00798|half cystine)(105|MOD:00798|half cystine)(66,Homo sapiens
P15311,P15311,,C,,canonical,1.000,0.000,4653,3.018,82,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Ezrin isoform Iso 1 \GName=EZR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=586 \SV=4 \EV=238 \PE=1 \ModResPsi=(60|MOD:00064|N6-acetyl-L-lysine)(66|MOD:00046|O-phospho-L-serine)(83|MOD:00134|N6-glycyl-L-lysine)(139|MOD:00134|N6-glycyl-L-lysi,Homo sapiens
P15309,P15309,,C,,canonical,0.999,0.000,124,0.148,26,,,,,,,,,P15309,1285,15,,,,nP20K \PName=Prostatic acid phosphatase isoform Iso 1 \GName=ACP3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=386 \SV=3 \EV=202 \PE=1 \ModResPsi=(161|MOD:00798|half cystine)(372|MOD:00798|half cystine)(215|MOD:00798|half cystine)(313|MOD:00798|half cyst,Homo sapiens
P15291,P15291,,C,,canonical,1.000,0.000,3563,4.758,49,,,,,,,,,O43505,667,37,,,,"nP20K \PName=Beta-1,4-galactosyltransferase 1 isoform Long \GName=B4GALT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=398 \SV=5 \EV=230 \PE=1 \ModResPsi=(73|MOD:00046|O-phospho-L-serine)(74|MOD:00046|O-phospho-L-serine)(130|MOD:00798|half cystine)(172|M",Homo sapiens
P15289,P15289,,C,,canonical,0.999,0.000,537,0.642,19,,,,,,,,,P15289,1284,24,,,,nP20K \PName=Arylsulfatase A isoform Iso 1 \GName=ARSA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=507 \SV=3 \EV=233 \PE=1 \ModResPsi=(69|MOD:00193|L-3-oxoalanine (Cys))(156|MOD:00798|half cystine)(172|MOD:00798|half cystine)(161|MOD:00798|half cystine),Homo sapiens
P15259,P15259,,C,,canonical,1.000,0.000,2310,3.746,45,,,,,,,,,P15259,1283,20,,,,nP20K \PName=Phosphoglycerate mutase 2 isoform Iso 1 \GName=PGAM2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=253 \SV=3 \EV=212 \PE=1 \ModResPsi=(3|MOD:00047|O-phospho-L-threonine)(14|MOD:00046|O-phospho-L-serine)(15|MOD:00047|O-phospho-L-threonine)(118,Homo sapiens
P15170,P15170,,C,,canonical,0.999,0.000,74,0.065,24,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Eukaryotic peptide chain release factor GTP-binding subunit ERF3A isoform Iso 1 \GName=GSPT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=499 \SV=1 \EV=204 \PE=1 \ModResPsi=(16|MOD:00046|O-phospho-L-serine)(20|MOD:00046|O-phospho-L-serine)(3,Homo sapiens
P15169,P15169,,C,,canonical,1.000,0.000,186951,202.107,359,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Carboxypeptidase N catalytic chain isoform Iso 1 \GName=CPN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=458 \SV=1 \EV=204 \PE=1 \ModResPsi=(42|MOD:00798|half cystine)(104|MOD:00798|half cystine)(271|MOD:00798|half cystine)(311|MOD:00798|ha,Homo sapiens
P15153,P15153,,C,,canonical,0.999,0.000,440,1.249,11,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Ras-related C3 botulinum toxin substrate 2 isoform Iso 1 \GName=RAC2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=192 \SV=1 \EV=229 \PE=1 \ModResPsi=(39|MOD:00236|N4-(ADP-ribosyl)-L-asparagine)(133|MOD:00134|N6-glycyl-L-lysine)(147|MOD:00064,Homo sapiens
P15151,P15151,,C,,canonical,0.999,0.000,14872,22.509,71,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Poliovirus receptor isoform Alpha \GName=PVR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=417 \SV=2 \EV=227 \PE=1 \ModResPsi=(49|MOD:00798|half cystine)(123|MOD:00798|half cystine)(166|MOD:00798|half cystine)(221|MOD:00798|half cystine)(266|,Homo sapiens
P15144,P15144,,C,,canonical,1.000,0.000,43183,19.223,247,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Aminopeptidase N isoform Iso 1 \GName=ANPEP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=967 \SV=4 \EV=237 \PE=1 \ModResPsi=(176|MOD:00181|O4'-sulfo-L-tyrosine)(419|MOD:00181|O4'-sulfo-L-tyrosine)(424|MOD:00181|O4'-sulfo-L-tyrosine)(761|MOD:,Homo sapiens
P15121,P15121,,C,,canonical,0.999,0.000,320,0.404,28,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Aldo-keto reductase family 1 member B1 isoform Iso 1 \GName=AKR1B1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=316 \SV=3 \EV=238 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(3|MOD:00046|O-phospho-L-serine)(12|MOD:00134|N6-glycyl-L-lysi,Homo sapiens
