"Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","Technical.CV","Analyzed"
"Olink","Q2VWP7",NA,NA,"PRTG","OID21443","Oncology",NA,FALSE
"Olink","Q2WEN9",NA,NA,"CEACAM16","OID31495","Oncology II",8.16932880444353,TRUE
"Olink","Q30KQ4",NA,NA,"DEFB116","OID30823","Neurology II",6.19626527851272,TRUE
"Olink","Q32MZ4","LRRFIP1","Leucine-rich repeat flightless-interacting protein 1","LRRFIP1","OID31344","Oncology II",5.25781196883203,TRUE
"Olink","Q3B7J2",NA,NA,"GFOD2","OID21216","Oncology",NA,FALSE
"Olink","Q3KPI0",NA,NA,"CEACAM21","OID20548","Inflammation",NA,FALSE
"Olink","Q3MIW9",NA,NA,"MUCL3","OID31170","Oncology II",2.26958978918112,TRUE
"Olink","Q3SXY8",NA,NA,"ARL13B","OID30166","Cardiometabolic II",24.7509034426065,TRUE
"Olink","Q495A1",NA,NA,"TIGIT","OID31320","Oncology II",0.122532313924017,TRUE
"Olink","Q496F6",NA,NA,"CD300E","OID21418","Oncology",NA,FALSE
"Olink","Q49A26",NA,NA,"GLYR1","OID31364","Oncology II",8.82472814836428,TRUE
"Olink","Q49AH0",NA,NA,"CDNF","OID21318","Oncology",NA,FALSE
"Olink","Q4KMG0","CDON","Cell adhesion molecule-related/down-regulated by oncogenes","CDON","OID20754","Inflammation",NA,FALSE
"Olink","Q4LE39",NA,NA,"ARID4B","OID20803","Neurology",5.10065523234715,TRUE
"Olink","Q4VC05",NA,NA,"BCL7A","OID31218","Oncology II",24.7201585466991,TRUE
"Olink","Q4VCS5",NA,NA,"AMOT","OID30572","Inflammation II",4.94842761817108,TRUE
"Olink","Q4ZHG4",NA,NA,"FNDC1","OID31127","Neurology II",5.35604475619968,TRUE
"Olink","Q53EL9",NA,NA,"SEZ6","OID30968","Neurology II",4.21698297267265,TRUE
"Olink","Q53FA7",NA,NA,"TP53I3","OID30632","Inflammation II",6.12745192025286,TRUE
"Olink","Q53GD3",NA,NA,"SLC44A4","OID30897","Neurology II",9.86073503499931,TRUE
"Olink","Q53GL0",NA,NA,"PLEKHO1","OID31088","Neurology II",11.8781977314514,TRUE
"Olink","Q53H47",NA,NA,"SETMAR","OID20948","Neurology",1.5047814242175,TRUE
"Olink","Q53H82","LACTB2","Endoribonuclease LACTB2","LACTB2","OID20150","Cardiometabolic",11.0516258018507,TRUE
"Olink","Q53T59",NA,NA,"HS1BP3","OID30243","Cardiometabolic II",3.55455778767618,TRUE
"Olink","Q587J8",NA,NA,"KHDC3L","OID31245","Oncology II",2.03914886673929,TRUE
"Olink","Q58EX2",NA,NA,"SDK2","OID30662","Inflammation II",4.43294228464265,TRUE
"Olink","Q58F21",NA,NA,"BRDT","OID30179","Cardiometabolic II",12.2844938362489,TRUE
"Olink","Q5F1R6",NA,NA,"DNAJC21","OID31104","Neurology II",1.7842117936516,TRUE
"Olink","Q5FWE3",NA,NA,"PRRT3","OID30276","Cardiometabolic II",7.12569460054937,TRUE
"Olink","Q5GAN6",NA,NA,"RNASE10","OID30238","Cardiometabolic II",5.98492369797381,TRUE
"Olink","Q5JS37","NHLRC3","NHL repeat-containing protein 3","NHLRC3","OID30614","Inflammation II",2.6079299310885,TRUE
"Olink","Q5JS54",NA,NA,"PSMG4","OID30514","Inflammation II",8.41072872224694,TRUE
"Olink","Q5JSP0",NA,NA,"FGD3","OID31040","Neurology II",14.0122300672737,TRUE
"Olink","Q5JTD0",NA,NA,"TJAP1","OID21477","Oncology",NA,FALSE
"Olink","Q5JTV8",NA,NA,"TOR1AIP1","OID30195","Cardiometabolic II",2.76485613959402,TRUE
"Olink","Q5JZY3",NA,NA,"EPHA10","OID20840","Neurology",7.66212491982491,TRUE
"Olink","Q5KU26","COLEC12","Collectin-12","COLEC12","OID20738","Inflammation",NA,FALSE
"Olink","Q5QGZ9",NA,NA,"CLEC12A","OID30552","Inflammation II",4.43294228464265,TRUE
"Olink","Q5R372",NA,NA,"RABGAP1L","OID20447","Inflammation",NA,FALSE
"Olink","Q5SW79",NA,NA,"CEP170","OID30240","Cardiometabolic II",6.17168857844373,TRUE
"Olink","Q5SW96",NA,NA,"LDLRAP1","OID31068","Neurology II",7.07649647243443,TRUE
"Olink","Q5SXM8",NA,NA,"DNLZ","OID30822","Neurology II",21.1547201657244,TRUE
"Olink","Q5T2D2","TREML2","Trem-like transcript 2 protein","TREML2","OID21120","Neurology",3.17193249228238,TRUE
"Olink","Q5T2W1",NA,NA,"PDZK1","OID30550","Inflammation II",0.122532313924017,TRUE
"Olink","Q5T4W7",NA,NA,"ARTN","OID20446","Inflammation",NA,FALSE
"Olink","Q5T5Y3",NA,NA,"CAMSAP1","OID31070","Neurology II",30.2644032797968,TRUE
"Olink","Q5T848",NA,NA,"GPR158","OID31013","Neurology II",9.19456042897576,TRUE
"Olink","Q5T871",NA,NA,"LELP1","OID30845","Neurology II",20.6739223164508,TRUE
"Olink","Q5TA50",NA,NA,"CPTP","OID30106","Cardiometabolic II",3.97161031791693,TRUE
"Olink","Q5TBC7",NA,NA,"BCL2L15","OID30498","Inflammation II",14.5297270186663,TRUE
"Olink","Q5TDH0","DDI2","Protein DDI1 homolog 2","DDI2","OID30602","Inflammation II",5.39042805067215,TRUE
"Olink","Q5U5Z8",NA,NA,"AGBL2","OID30793","Neurology II",100,TRUE
"Olink","Q5VIR6",NA,NA,"VPS53","OID21281","Oncology",NA,FALSE
"Olink","Q5VSG8","MANEAL","Glycoprotein endo-alpha-1,2-mannosidase-like protein","MANEAL","OID31244","Oncology II",5.01226288578364,TRUE
"Olink","Q5VT99",NA,NA,"LRRC38","OID30924","Neurology II",41.9027062794026,TRUE
"Olink","Q5VTT5","MYOM3","Myomesin-3","MYOM3","OID30633","Inflammation II",0.676385854927677,TRUE
"Olink","Q5VUJ9",NA,NA,"EFCAB2","OID31313","Oncology II",3.45153596457576,TRUE
"Olink","Q5VV43",NA,NA,"KIAA0319","OID31094","Neurology II",0.362696705884422,TRUE
"Olink","Q5VVQ6","YOD1","Ubiquitin thioesterase OTU1","YOD1","OID30181","Cardiometabolic II",11.5167390734522,TRUE
"Olink","Q5VX71",NA,NA,"SUSD4","OID31398","Oncology II",9.65834861019596,TRUE
"Olink","Q5VY43","PEAR1","Platelet endothelial aggregation receptor 1","PEAR1","OID20257","Cardiometabolic",5.19887594760122,TRUE
"Olink","Q5W0V3",NA,NA,"FHIP2A","OID30187","Cardiometabolic II",1.95089929570429,TRUE
"Olink","Q5ZPR3","CD276","CD276 antigen","CD276","OID20680","Inflammation",NA,FALSE
"Olink","Q63HQ2",NA,NA,"EGFLAM","OID31496","Oncology II",2.6079299310885,TRUE
"Olink","Q674X7",NA,NA,"KAZN","OID31481","Oncology II",7.85906134923314,TRUE
"Olink","Q676U5",NA,NA,"ATG16L1","OID31466","Oncology II",12.6018106711903,TRUE
"Olink","Q687X5",NA,NA,"STEAP4","OID30846","Neurology II",31.3922460624808,TRUE
"Olink","Q68D85",NA,NA,"NCR3LG1","OID31490","Oncology II",7.05681793775799,TRUE
"Olink","Q68DV7",NA,NA,"RNF43","OID31291","Oncology II",0.480329260759093,TRUE
"Olink","Q68J44",NA,NA,"DUSP29","OID30935","Neurology II",3.50549908187723,TRUE
"Olink","Q6B8I1",NA,NA,"DUSP13","OID31394","Oncology II",6.3634017815186,TRUE
"Olink","Q6B9Z1",NA,NA,"IGFL4","OID30500","Inflammation II",18.2949491720526,TRUE
"Olink","Q6BAA4",NA,NA,"FCRLB","OID21193","Oncology",NA,FALSE
"Olink","Q6BCY4",NA,NA,"CYB5R2","OID31512","Oncology II",6.30440943137901,TRUE
"Olink","Q6DN72",NA,NA,"FCRL6","OID20529","Inflammation",NA,FALSE
"Olink","Q6EBC2",NA,NA,"IL31","OID30487","Inflammation II",16.0857304091006,TRUE
"Olink","Q6EIG7",NA,NA,"CLEC6A","OID21228","Oncology",NA,FALSE
"Olink","Q6EMK4","VASN","Vasorin","VASN","OID20345","Cardiometabolic",1.82833420407064,TRUE
"Olink","Q6FHJ7","SFRP4","Secreted frizzled-related protein 4","SFRP4","OID30648","Inflammation II",3.6673977036838,TRUE
"Olink","Q6FI81",NA,NA,"CIAPIN1","OID21501","Oncology",NA,FALSE
"Olink","Q6GMV3","PTRHD1","Putative peptidyl-tRNA hydrolase PTRHD1","PTRHD1","OID30659","Inflammation II",6.786278942776,TRUE
"Olink","Q6GQQ9",NA,NA,"OTUD7B","OID31064","Neurology II",14.8135963053756,TRUE
"Olink","Q6GTS8","PM20D1","N-fatty-acyl-amino acid synthase/hydrolase PM20D1","PM20D1","OID20149","Cardiometabolic",8.64234414279948,TRUE
"Olink","Q6GTX8",NA,NA,"LAIR1","OID20737","Inflammation",NA,FALSE
"Olink","Q6H9L7","ISM2","Isthmin-2","ISM2","OID30365","Cardiometabolic II",15.8509812218997,TRUE
"Olink","Q6IBS0","TWF2","Twinfilin-2","TWF2","OID30386","Cardiometabolic II",2.03914886673929,TRUE
"Olink","Q6ISS4",NA,NA,"LAIR2","OID20965","Neurology",8.32696956816705,TRUE
"Olink","Q6N021",NA,NA,"TET2","OID31266","Oncology II",1.71557796350838,TRUE
"Olink","Q6NT46",NA,NA,"GAGE2A","OID31199","Oncology II",10.5077924670613,TRUE
"Olink","Q6NUJ1",NA,NA,"PSAPL1","OID31473","Oncology II",8.58813016057145,TRUE
"Olink","Q6NUS6","TCTN3","Tectonic-3","TCTN3","OID30326","Cardiometabolic II",7.99201905397665,TRUE
"Olink","Q6NW40",NA,NA,"RGMB","OID21045","Neurology",6.40273185073109,TRUE
"Olink","Q6NXT1",NA,NA,"ANKRD54","OID21162","Oncology",NA,FALSE
"Olink","Q6NZY4",NA,NA,"ZCCHC8","OID30117","Cardiometabolic II",22.7031579952514,TRUE
"Olink","Q6P1J6",NA,NA,"PLB1","OID31110","Neurology II",7.88368157408354,TRUE
"Olink","Q6P1M0",NA,NA,"SLC27A4","OID20814","Neurology",6.77644257580598,TRUE
"Olink","Q6P1N0",NA,NA,"CC2D1A","OID20958","Neurology",0.612667088833425,TRUE
"Olink","Q6P2H3",NA,NA,"CEP85","OID21241","Oncology",NA,FALSE
"Olink","Q6P4E1","GOLM2","Protein GOLM2","GOLM2","OID21044","Neurology",10.1175067033018,TRUE
"Olink","Q6P4F2",NA,NA,"FDX2","OID30147","Cardiometabolic II",28.0812882777103,TRUE
"Olink","Q6P589",NA,NA,"TNFAIP8L2","OID30629","Inflammation II",2.35294511493186,TRUE
"Olink","Q6P5Q4",NA,NA,"LMOD2","OID30864","Neurology II",11.0516258018507,TRUE
"Olink","Q6P5S2","LEG1","Protein LEG1 homolog","LEG1","OID30608","Inflammation II",3.83912411259688,TRUE
"Olink","Q6P5Z2",NA,NA,"PKN3","OID31311","Oncology II",17.0160268617169,TRUE
"Olink","Q6P995",NA,NA,"FAM171B","OID31338","Oncology II",3.92744710667228,TRUE
"Olink","Q6P996",NA,NA,"PDXDC1","OID31226","Oncology II",2.83351453077714,TRUE
"Olink","Q6P9F5",NA,NA,"TRIM40","OID30885","Neurology II",6.60432186985962,TRUE
"Olink","Q6PCB0","VWA1","von Willebrand factor A domain-containing protein 1","VWA1","OID21421","Oncology",NA,FALSE
"Olink","Q6PGN9",NA,NA,"PSRC1","OID21169","Oncology",NA,FALSE
"Olink","Q6PH85",NA,NA,"DCUN1D2","OID31231","Oncology II",4.41330836360733,TRUE
"Olink","Q6PI73","LILRA6","Leukocyte immunoglobulin-like receptor subfamily A member 6","LILRA6","OID30346","Cardiometabolic II",1.43125017841198,TRUE
"Olink","Q6PIL6",NA,NA,"KCNIP4","OID20813","Neurology",8.35653062479382,TRUE
"Olink","Q6PJW8","CNST","Consortin","CNST","OID20127","Cardiometabolic",30.0499275615113,TRUE
"Olink","Q6PKG0",NA,NA,"LARP1","OID31372","Oncology II",13.8183118378236,TRUE
"Olink","Q6PKH6",NA,NA,"DHRS4L2","OID31072","Neurology II",8.81486844482767,TRUE
"Olink","Q6PL24","TMED8","Protein TMED8","TMED8","OID31462","Oncology II",6.68791966019463,TRUE
"Olink","Q6PUV4",NA,NA,"CPLX2","OID31186","Oncology II",4.46730226265962,TRUE
"Olink","Q6QEF8",NA,NA,"CORO6","OID30870","Neurology II",14.9431384890202,TRUE
"Olink","Q6QNK2","ADGRD1","Adhesion G-protein coupled receptor D1","ADGRD1","OID30588","Inflammation II",4.9042357409092,TRUE
"Olink","Q6QNY0",NA,NA,"BLOC1S3","OID31106","Neurology II",1.7400899040728,TRUE
"Olink","Q6QNY1",NA,NA,"BLOC1S2","OID30856","Neurology II",34.3879724700008,TRUE
"Olink","Q6R327",NA,NA,"RICTOR","OID30433","Inflammation II",0.823430797941376,TRUE
"Olink","Q6UB28",NA,NA,"METAP1D","OID20519","Inflammation",NA,FALSE
"Olink","Q6UVK1","CSPG4","Chondroitin sulfate proteoglycan 4","CSPG4","OID30397","Cardiometabolic II",9.32774544736071,TRUE
"Olink","Q6UW15",NA,NA,"REG3G","OID31408","Oncology II",24.5357581510272,TRUE
"Olink","Q6UW49","SPESP1","Sperm equatorial segment protein 1","SPESP1","OID30298","Cardiometabolic II",0.651878590572177,TRUE
"Olink","Q6UW56",NA,NA,"ATRAID","OID31451","Oncology II",2.83841877760525,TRUE
"Olink","Q6UW88",NA,NA,"EPGN","OID31373","Oncology II",6.97810786518373,TRUE
"Olink","Q6UWF7",NA,NA,"NXPE4","OID30076","Cardiometabolic II",5.30692740517171,TRUE
"Olink","Q6UWJ8",NA,NA,"CD164L2","OID30922","Neurology II",14.5197698305528,TRUE
"Olink","Q6UWK7",NA,NA,"GPR15L","OID31511","Oncology II",0.96557677628999,TRUE
"Olink","Q6UWL2","SUSD1","Sushi domain-containing protein 1","SUSD1","OID20072","Cardiometabolic",14.3156938122978,TRUE
"Olink","Q6UWL6",NA,NA,"KIRREL2","OID20873","Neurology",17.7377255831176,TRUE
"Olink","Q6UWN8","SPINK6","Serine protease inhibitor Kazal-type 6","SPINK6","OID21450","Oncology",NA,FALSE
"Olink","Q6UWP8","SBSN","Suprabasin","SBSN","OID30398","Cardiometabolic II",3.00516937336826,TRUE
"Olink","Q6UWR7",NA,NA,"ENPP6","OID30273","Cardiometabolic II",6.84038071694479,TRUE
"Olink","Q6UWV6","ENPP7","Ectonucleotide pyrophosphatase/phosphodiesterase family member 7","ENPP7","OID20689","Inflammation",NA,FALSE
"Olink","Q6UWW0",NA,NA,"LCN15","OID31032","Neurology II",5.25781196883203,TRUE
"Olink","Q6UWW8","CES3","Carboxylesterase 3","CES3","OID21340","Oncology",NA,FALSE
"Olink","Q6UX06","OLFM4","Olfactomedin-4","OLFM4","OID30665","Inflammation II",7.17981551450326,TRUE
"Olink","Q6UX15",NA,NA,"LAYN","OID20970","Neurology",1.65184763590505,TRUE
"Olink","Q6UX27",NA,NA,"VSTM1","OID20851","Neurology",5.51323335314361,TRUE
"Olink","Q6UX71","PLXDC2","Plexin domain-containing protein 2","PLXDC2","OID31101","Neurology II",6.06847249376024,TRUE
"Olink","Q6UX82",NA,NA,"LYPD8","OID21251","Oncology",NA,FALSE
"Olink","Q6UXB2","CXCL17","C-X-C motif chemokine 17","CXCL17","OID20622","Inflammation",NA,FALSE
"Olink","Q6UXB4",NA,NA,"CLEC4G","OID20590","Inflammation",NA,FALSE
"Olink","Q6UXB8","PI16","Peptidase inhibitor 16","PI16","OID30676","Inflammation II",9.2044251501555,TRUE
"Olink","Q6UXC1",NA,NA,"MAMDC4","OID31342","Oncology II",3.57418162784297,TRUE
"Olink","Q6UXD5","SEZ6L2","Seizure 6-like protein 2","SEZ6L2","OID21289","Oncology",NA,FALSE
"Olink","Q6UXG3","CD300LG","CMRF35-like molecule 9","CD300LG","OID21130","Neurology",2.91198371772986,TRUE
"Olink","Q6UXH1","CRELD2","Protein disulfide isomerase CRELD2","CRELD2","OID20751","Inflammation",NA,FALSE
"Olink","Q6UXH9","PAMR1","Inactive serine protease PAMR1","PAMR1","OID21153","Neurology",3.9765174127588,TRUE
"Olink","Q6UXI7","VIT","Vitrin","VIT","OID30334","Cardiometabolic II",5.96035171467633,TRUE
"Olink","Q6UXK2",NA,NA,"ISLR2","OID20889","Neurology",0.210755734881362,TRUE
"Olink","Q6UXK5","LRRN1","Leucine-rich repeat neuronal protein 1","LRRN1","OID20438","Inflammation",NA,FALSE
"Olink","Q6UXL0",NA,NA,"IL20RB","OID30461","Inflammation II",27.9775537289305,TRUE
"Olink","Q6UXM1",NA,NA,"LRIG3","OID30450","Inflammation II",3.57418162784297,TRUE
"Olink","Q6UXV0",NA,NA,"GFRAL","OID31091","Neurology II",2.22055835450608,TRUE
"Olink","Q6UXZ4",NA,NA,"UNC5D","OID30447","Inflammation II",1.82343168790324,TRUE
"Olink","Q6UY09",NA,NA,"CEACAM20","OID31308","Oncology II",6.84529920789303,TRUE
"Olink","Q6UY14","ADAMTSL4","ADAMTS-like protein 4","ADAMTSL4","OID30275","Cardiometabolic II",4.04031095700677,TRUE
"Olink","Q6WCQ1",NA,NA,"MPRIP","OID31420","Oncology II",5.63113813722772,TRUE
"Olink","Q6WN34",NA,NA,"CHRDL2","OID20223","Cardiometabolic",18.0739705870938,TRUE
"Olink","Q6XQN6","NAPRT","Nicotinate phosphoribosyltransferase","NAPRT","OID31114","Neurology II",7.17489530211917,TRUE
"Olink","Q6XZF7",NA,NA,"DNMBP","OID20956","Neurology",0.882249496182823,TRUE
"Olink","Q6Y7W6",NA,NA,"GIGYF2","OID31062","Neurology II",2.49024162337466,TRUE
"Olink","Q6YHK3","CD109","CD109 antigen","CD109","OID21108","Neurology",4.87477528628543,TRUE
"Olink","Q6YN16",NA,NA,"HSDL2","OID30256","Cardiometabolic II",6.84038071694479,TRUE
"Olink","Q6ZMC9",NA,NA,"SIGLEC15","OID20812","Neurology",4.55075122241182,TRUE
"Olink","Q6ZMH5",NA,NA,"SLC39A5","OID20539","Inflammation",NA,FALSE
"Olink","Q6ZMJ2","SCARA5","Scavenger receptor class A member 5","SCARA5","OID21058","Neurology",7.72120114607689,TRUE
"Olink","Q6ZMJ4",NA,NA,"IL34","OID20809","Neurology",16.0207869093052,TRUE
"Olink","Q6ZMM2",NA,NA,"ADAMTSL5","OID30355","Cardiometabolic II",3.4466303016564,TRUE
"Olink","Q6ZN66",NA,NA,"GBP6","OID30139","Cardiometabolic II",16.0207869093052,TRUE
"Olink","Q6ZRY4",NA,NA,"RBPMS2","OID30257","Cardiometabolic II",3.05912074316215,TRUE
"Olink","Q6ZUJ8",NA,NA,"PIK3AP1","OID20587","Inflammation",NA,FALSE
"Olink","Q6ZUT3",NA,NA,"FRMD7","OID30898","Neurology II",15.4467117552611,TRUE
"Olink","Q6ZVL6",NA,NA,"KIAA1549L","OID31312","Oncology II",6.44206339921146,TRUE
"Olink","Q6ZVN8",NA,NA,"HJV","OID31006","Neurology II",8.75571289590297,TRUE
"Olink","Q765P7",NA,NA,"MTSS2","OID31409","Oncology II",21.7529002846909,TRUE
"Olink","Q76LX8","ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ADAMTS13","OID20249","Cardiometabolic",4.4231252922208,TRUE
"Olink","Q76M96",NA,NA,"CCDC80","OID20226","Cardiometabolic",11.0763568278528,TRUE
"Olink","Q7KYR7",NA,NA,"BTN2A1","OID20713","Inflammation",NA,FALSE
"Olink","Q7L0J3",NA,NA,"SV2A","OID30965","Neurology II",11.7692411464044,TRUE
"Olink","Q7L266",NA,NA,"ASRGL1","OID30283","Cardiometabolic II",12.6266088751162,TRUE
"Olink","Q7L311",NA,NA,"ARMCX2","OID30792","Neurology II",5.41498812983621,TRUE
"Olink","Q7L5N7",NA,NA,"LPCAT2","OID21290","Oncology",NA,FALSE
"Olink","Q7L5Y9",NA,NA,"MAEA","OID21206","Oncology",NA,FALSE
"Olink","Q7L8A9",NA,NA,"VASH1","OID20516","Inflammation",NA,FALSE
"Olink","Q7LG56",NA,NA,"RRM2B","OID21174","Oncology",NA,FALSE
"Olink","Q7RTW8",NA,NA,"OTOA","OID30825","Neurology II",8.4698581158017,TRUE
"Olink","Q7Z304",NA,NA,"MAMDC2","OID30309","Cardiometabolic II",6.1569428258645,TRUE
"Olink","Q7Z3D4",NA,NA,"LYSMD3","OID30950","Neurology II",33.2718296453684,TRUE
"Olink","Q7Z434",NA,NA,"MAVS","OID21204","Oncology",NA,FALSE
"Olink","Q7Z460",NA,NA,"CLASP1","OID31192","Oncology II",21.3877785706,TRUE
"Olink","Q7Z4H3",NA,NA,"HDDC2","OID31447","Oncology II",5.71957439273519,TRUE
"Olink","Q7Z4V5",NA,NA,"HDGFL2","OID31136","Neurology II",17.0911427723901,TRUE
"Olink","Q7Z4W1","DCXR","L-xylulose reductase","DCXR","OID21480","Oncology",NA,FALSE
"Olink","Q7Z4W2",NA,NA,"LYZL2","OID31180","Oncology II",7.13061455460638,TRUE
"Olink","Q7Z569",NA,NA,"BRAP","OID31506","Oncology II",11.779145434212,TRUE
"Olink","Q7Z5A7",NA,NA,"TAFA5","OID21321","Oncology",NA,FALSE
"Olink","Q7Z5L0","VMO1","Vitelline membrane outer layer protein 1 homolog","VMO1","OID21381","Oncology",NA,FALSE
"Olink","Q7Z5L3",NA,NA,"C1QL2","OID30515","Inflammation II",4.05994023340462,TRUE
"Olink","Q7Z5R6",NA,NA,"APBB1IP","OID21359","Oncology",NA,FALSE
"Olink","Q7Z692",NA,NA,"CEACAM19","OID31443","Oncology II",10.670893031626,TRUE
"Olink","Q7Z698",NA,NA,"SPRED2","OID30423","Inflammation II",2.02444044232657,TRUE
"Olink","Q7Z6A9",NA,NA,"BTLA","OID31237","Oncology II",25.2432729917526,TRUE
"Olink","Q7Z6I6",NA,NA,"ARHGAP30","OID31336","Oncology II",5.83749982048058,TRUE
"Olink","Q7Z6M1",NA,NA,"RABEPK","OID21163","Oncology",NA,FALSE
"Olink","Q7Z6M3","MILR1","Allergin-1","MILR1","OID20482","Inflammation",NA,FALSE
"Olink","Q7Z6P3",NA,NA,"RAB44","OID31346","Oncology II",1.32830837058687,TRUE
"Olink","Q7Z739",NA,NA,"YTHDF3","OID20478","Inflammation",NA,FALSE
"Olink","Q7Z7D3",NA,NA,"VTCN1","OID21164","Oncology",NA,FALSE
"Olink","Q7Z7H5",NA,NA,"TMED4","OID30154","Cardiometabolic II",6.22575805685801,TRUE
"Olink","Q7Z7K0",NA,NA,"CMC1","OID30360","Cardiometabolic II",0.499934776903927,TRUE
"Olink","Q7Z7M9","GALNT5","Polypeptide N-acetylgalactosaminyltransferase 5","GALNT5","OID30295","Cardiometabolic II",1.80382168877058,TRUE
"Olink","Q86SF2","GALNT7","N-acetylgalactosaminyltransferase 7","GALNT7","OID21377","Oncology",NA,FALSE
"Olink","Q86SJ2","AMIGO2","Amphoterin-induced protein 2","AMIGO2","OID21370","Oncology",NA,FALSE
"Olink","Q86SJ6",NA,NA,"DSG4","OID21325","Oncology",NA,FALSE
"Olink","Q86SQ0",NA,NA,"PHLDB2","OID31167","Oncology II",54.7983822873474,TRUE
"Olink","Q86SQ7",NA,NA,"SDCCAG8","OID31423","Oncology II",4.56547799934128,TRUE
"Olink","Q86SR1","GALNT10","Polypeptide N-acetylgalactosaminyltransferase 10","GALNT10","OID21371","Oncology",NA,FALSE
"Olink","Q86SX6",NA,NA,"GLRX5","OID30663","Inflammation II",27.7546654053568,TRUE
"Olink","Q86T13","CLEC14A","C-type lectin domain family 14 member A","CLEC14A","OID21090","Neurology",1.78911425774151,TRUE
"Olink","Q86T26",NA,NA,"TMPRSS11B","OID30852","Neurology II",14.9580880232506,TRUE
"Olink","Q86TE4",NA,NA,"LUZP2","OID31402","Oncology II",8.22844051638663,TRUE
"Olink","Q86TH1","ADAMTSL2","ADAMTS-like protein 2","ADAMTSL2","OID30370","Cardiometabolic II",1.04400336871986,TRUE
"Olink","Q86U17","SERPINA11","Serpin A11","SERPINA11","OID20281","Cardiometabolic",5.34130934879186,TRUE
"Olink","Q86UE4",NA,NA,"MTDH","OID30538","Inflammation II",68.1012161004016,TRUE
"Olink","Q86UP6",NA,NA,"CUZD1","OID30914","Neurology II",2.67168000959767,TRUE
"Olink","Q86UU1",NA,NA,"PHLDB1","OID31467","Oncology II",20.3504035354348,TRUE
"Olink","Q86UW2",NA,NA,"SLC51B","OID30107","Cardiometabolic II",20.5070694454888,TRUE
"Olink","Q86UW9",NA,NA,"DTX2","OID30882","Neurology II",4.73239194391161,TRUE
"Olink","Q86UX2","ITIH5","Inter-alpha-trypsin inhibitor heavy chain H5","ITIH5","OID31430","Oncology II",13.0930308260197,TRUE
"Olink","Q86VB7","CD163","Scavenger receptor cysteine-rich type 1 protein M130","CD163","OID20360","Cardiometabolic",1.32830837058687,TRUE
"Olink","Q86VP1",NA,NA,"TAX1BP1","OID31075","Neurology II",14.3853684047863,TRUE
"Olink","Q86VP3",NA,NA,"PACS2","OID30186","Cardiometabolic II",7.87875747221234,TRUE
"Olink","Q86VR7",NA,NA,"VSIG10L","OID30189","Cardiometabolic II",15.1674331673895,TRUE
"Olink","Q86VW0",NA,NA,"SESTD1","OID20790","Neurology",3.99614593569429,TRUE
"Olink","Q86VZ4","LRP11","Low-density lipoprotein receptor-related protein 11","LRP11","OID20185","Cardiometabolic",4.81094646781249,TRUE
"Olink","Q86WD7",NA,NA,"SERPINA9","OID21284","Oncology",NA,FALSE
"Olink","Q86WK6",NA,NA,"AMIGO1","OID30881","Neurology II",5.01717341705693,TRUE
"Olink","Q86WV1",NA,NA,"SKAP1","OID20906","Neurology",3.74589914923885,TRUE
"Olink","Q86X76","NIT1","Deaminated glutathione amidase","NIT1","OID30252","Cardiometabolic II",8.02156805730358,TRUE
"Olink","Q86YD3","TMEM25","Transmembrane protein 25","TMEM25","OID31015","Neurology II",5.23325496311884,TRUE
"Olink","Q86YW5","TREML1","Trem-like transcript 1 protein","TREML1","OID30682","Inflammation II",17.0811265081115,TRUE
"Olink","Q86Z14",NA,NA,"KLB","OID20888","Neurology",24.6125773066474,TRUE
"Olink","Q8IU54",NA,NA,"IFNL1","OID20795","Neurology",3.11307344732103,TRUE
"Olink","Q8IU57",NA,NA,"IFNLR1","OID20506","Inflammation",NA,FALSE
"Olink","Q8IUK5","PLXDC1","Plexin domain-containing protein 1","PLXDC1","OID21258","Oncology",NA,FALSE
"Olink","Q8IUN9",NA,NA,"CLEC10A","OID20928","Neurology",3.74589914923885,TRUE
"Olink","Q8IUZ5",NA,NA,"PHYKPL","OID30634","Inflammation II",11.8237168453593,TRUE
"Olink","Q8IV16",NA,NA,"GPIHBP1","OID31469","Oncology II",9.50042935459731,TRUE
"Olink","Q8IV38",NA,NA,"ANKMY2","OID30518","Inflammation II",12.472878387674,TRUE
"Olink","Q8IV48",NA,NA,"ERI1","OID31317","Oncology II",25.2484063442164,TRUE
"Olink","Q8IVF2",NA,NA,"AHNAK2","OID30244","Cardiometabolic II",2.71581563038799,TRUE
"Olink","Q8IVG5",NA,NA,"SAMD9L","OID20536","Inflammation",NA,FALSE
"Olink","Q8IVM0",NA,NA,"CCDC50","OID31001","Neurology II",1.11262742467177,TRUE
"Olink","Q8IVU1",NA,NA,"IGDCC3","OID30862","Neurology II",19.467328377073,TRUE
"Olink","Q8IW75",NA,NA,"SERPINA12","OID20219","Cardiometabolic",3.42700777406319,TRUE
"Olink","Q8IWB1",NA,NA,"ITPRIP","OID30860","Neurology II",10.4880255301972,TRUE
"Olink","Q8IWL1","SFTPA2","Pulmonary surfactant-associated protein A2","SFTPA2","OID21218","Oncology",NA,FALSE
"Olink","Q8IWL2",NA,NA,"SFTPA1","OID21165","Oncology",NA,FALSE
"Olink","Q8IWP9",NA,NA,"CCDC28A","OID30973","Neurology II",32.4832698021868,TRUE
